column_name,description
JOINPAI1,"On a scale of 0 to 10 where 0 is no pain or aching and 10 is pain or aching as bad as it can be, DURING THE PAST"
SEX,Are you … [READ LIST]
AGE,What is your age?
HISPANC3,"Are you Hispanic, Latino/a, or Spanish origin?"
MRACE1,Which one or more of the following would you say is your race? (If 40 (Asian) or 50 (Pacific Islander) is selected
ORACE3,Which one of these groups would you say best represents your race?
MARITAL,Are you…?
EDUCA,What is the highest grade or year of school you completed?
RENTHOM1,Do you own or rent your home?
CTYCODE2,In what county do you currently live?
ZIPCODE1,What is the ZIP Code where you currently live?
NUMHHOL2,Do you have more than one telephone number in your household? Do not include
NUMPHON2,How many of these telephone numbers are residential numbers?
CPDEMO1A,"Including phones for business and personal use, do you have a cell phone for personal use?"
VETERAN3,"Have you ever served on active duty in the United States Armed Forces, either in"
EMPLOY1,Are you currently…?
CHILDREN,How many children less than 18 years of age live in your household?
INCOME2,Is your annual household income from all sources—
INTERNET,Have you used the internet in the past 30 days?
WEIGHT2,About how much do you weigh without shoes?
HEIGHT3,About how tall are you without shoes?
PREGNANT,"To your knowledge, are you now pregnant?"
DEAF,Are you deaf or do you have serious difficulty hearing?
BLIND,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?"
DECIDE,"Because of a physical, mental, or emotional condition, do you have serious difficulty"
DIFFWALK,Do you have serious difficulty walking or climbing stairs?
DIFFDRES,Do you have difficulty dressing or bathing?
DIFFALON,"Because of a physical, mental, or emotional condition, do you have difficulty doing"
SMOKE100,Have you smoked at least 100 cigarettes in your entire life?
SMOKDAY2,"Do you now smoke cigarettes every day, some days, or not at all?"
STOPSMK2,"During the past 12 months, have you stopped smoking for one day or longer because"
LASTSMK2,"How long has it been since you last smoked a cigarette, even one or two puffs?"
USENOW3,"Do you currently use chewing tobacco, snuff, or snus every day, some days, or not at all?"
ECIGARET,"Have you ever used an e-cigarette or other electronic vaping product, even just one time, in your entire life?"
ECIGNOW,"Do you now use e-cigarettes or other electronic vaping products every day, some days, or not at all?"
ALCDAY5,"During the past 30 days, how many days per week or per month did you have at least"
AVEDRNK2,"One drink is equivalent to a 12-ounce beer, a 5-ounce glass of wine, or a drink with one"
DRNK3GE5,"Considering all types of alcoholic beverages, how many times during the past 30 days did"
MAXDRNKS,"During the past 30 days, what is the largest number of drinks you had on any occasion?"
FRUIT2,"Not including juices, how often did you eat fruit?"
FRUITJU2,"Not including fruit-flavored drinks or fruit juices with added sugar, how often did you drink 100% fruit juice such"
FVGREEN1,"How often did you eat a green leafy or lettuce salad, with or without other vegetables?"
FRENCHF1,"How often did you eat any kind of fried potatoes, including french fries, home fries, or hash browns?"
POTATOE1,"How often did you eat any other kind of potatoes, or sweet potatoes, such as baked, boiled, mashed potatoes, or potato salad?"
VEGETAB2,"Not including lettuce salads and potatoes, how often did you eat other vegetables?"
EXERANY2,"During the past month, other than your regular job, did you participate in any physical activities or exercises such"
EXRACT11,What type of physical activity or exercise did you spend the most time doing during the past month?
EXEROFT1,How many times per week or per month did you take part in this activity during the past
EXERHMM1,"And when you took part in this activity, for how many minutes or hours did you usually"
EXRACT21,What other type of physical activity gave you the next most exercise during the past month?
EXEROFT2,How many times per week or per month did you take part in this activity during the past
EXERHMM2,"And when you took part in this activity, for how many minutes or hours did you usually"
STRENGTH,"During the past month, how many times per week or per month did you do physical activities or exercises to"
SEATBELT,How often do you use seat belts when you drive or ride in a car? Would you say —
FLUSHOT6,"During the past 12 months, have you had either a flu shot or a flu vaccine that was"
FLSHTMY2,During what month and year did you receive your most recent flu shot injected into your
PNEUVAC3,A pneumonia shot or pneumococcal vaccine is usually given only once or twice in a
SHINGLE2,Have you ever had the shingles or zoster vaccine?
HIVTST6,Have you ever been tested for HIV? Do not count tests you may have had as part of a
HIVTSTD3,"Not including blood donations, in what month and year was your last HIV test?"
HIVRISK5,"I am going to read you a list. When I am done, please tell me if any of the situations apply to you. You do not need to tell me"
PDIABTST,Have you had a test for high blood sugar or diabetes within the past three years?
PREDIAB1,Have you ever been told by a doctor or other health professional that you have pre-
INSULIN,Are you now taking insulin?
BLDSUGAR,About how often do you check your blood for glucose or sugar? Include times when
FEETCHK2,About how often do you check your feet for any sores or irritations? Include times when
DOCTDIAB,"About how many times in the past 12 months have you seen a doctor, nurse, or other"
CHKHEMO3,"A test for ""A one C"" measures the average level of blood sugar over the past three"
FEETCHK,About how many times in the past 12 months has a health professional checked your feet
EYEEXAM,When was the last time you had an eye exam in which the pupils were dilated? This
DIABEYE,Has a doctor ever told you that diabetes has affected your eyes or that you had
DIABEDU,Have you ever taken a course or class in how to manage your diabetes yourself?
COPDCOGH,"During the past 3 months, did you have a cough on most days?"
COPDFLEM,"During the past 3 months, did you cough up phlegm [FLEM] or mucus on most days?"
COPDBRTH,Do you have shortness of breath either when hurrying on level ground or when walking up a slight hill or stairs?
COPDBTST,Have you ever been given a breathing test to diagnose breathing problems?
COPDSMOK,"Over your lifetime, how many years have you smoked tobacco products?"
HAREHAB1,"Following your heart attack, did you go to any kind of outpatient rehabilitation? (This is"
STREHAB1,"Following your stroke, did you go to any kind of outpatient rehabilitation? (This is"
CVDASPRN,is asked of all respondents.
ASPUNSAF,Do you have a health problem or condition that makes taking aspirin unsafe for you?
RLIVPAIN,Do you take aspirin to relieve pain?
RDUCHART,Do you take aspirin to reduce the chance of a heart attack?
RDUCSTRK,Do you take aspirin to reduce the chance of a stroke?
BPEATHBT,(Are you) changing your eating habits (to help lower or control your high blood pressure)?
BPSALT,(Are you) cutting down on salt (to help lower or control your high blood pressure)?
BPALCHOL,(Are you) reducing alcohol use (to help lower or control your high blood pressure)?
BPEXER,(Are you) exercising (to help lower or control your high blood pressure)?
BPEATADV,(Ever advised you to) change your eating habits (to help lower or control your high blood
BPSLTADV,(Ever advised you to) cut down on salt (to help lower or control your high blood
BPALCADV,(Ever advised you to) reduce alcohol use (to help lower or control your high blood
BPEXRADV,(Ever advised you to) exercise (to help lower or control your high blood pressure)?
BPMEDADV,(Ever advised you to) take medication (to help lower or control your high blood
BPHI2MR,Were you told on two or more different visits by a doctor or other health professional
ARTTODAY,"Thinking about your arthritis or joint symptoms, which of the following best describes you TODAY?"
ARTHWGT,Has a doctor or other health professional EVER suggested losing weight to help your arthritis or joint symptoms?
ARTHEXER,Has a doctor or other health professional EVER suggested physical activity or exercise to help your arthritis or joint
ARTHEDU,Have you EVER taken an educational course or class to teach you how to manage problems related to your
ASTHMAGE,"How old were you when you were first told by a doctor, nurse or other health professional that you had asthma?"
ASATTACK,"During the past 12 months, have you had an episode of asthma or an asthma attack?"
ASERVIST,"During the past 12 months, how many times did you visit an emergency room or urgent care center because of your asthma?"
ASDRVIST,"During the past 12 months, how many times did you see a doctor, nurse or other health professional for urgent"
ASRCHKUP,"During the past 12 months, how many times did you see a doctor, nurse, or other health professional for a"
ASACTLIM,"During the past 12 months, how many days were you unable to work or carry out your usual activities because of"
ASYMPTOM,"Symptoms of asthma include cough, wheezing, shortness of breath, chest tightness and phlegm production when you don´t"
ASNOSLEP,"During the past 30 days, how many days did symptoms of asthma make it difficult for you to stay asleep? Would you say—"
ASTHMED3,"During the past 30 days, how many days did you take a prescription asthma medication to PREVENT an asthma"
ASINHALR,"During the past 30 days, how often did you use a prescription asthma inhaler DURING AN ASTHMA ATTACK to stop it?"
PAINACT2,"During the past 30 days, for about how many days did pain make it hard for you to do"
QLMENTL2,"During the past 30 days, for about how many days have you felt sad, blue, or depressed?"
QLSTRES2,"During the past 30 days, for about how many days have you felt worried, tense, or"
QLHLTH2,"During the past 30 days, for about how many days have you felt very healthy and full of"
SLEPTIM1,"On average, how many hours of sleep do you get in a 24-hour period?"
ADSLEEP,"Over the last 2 weeks, how many days have you had trouble falling asleep or staying asleep or sleeping too much?"
SLEPDAY1,"Over the last 2 weeks, how many days did you unintentionally fall asleep during the day?"
SLEPSNO2,Have you ever been told that you snore loudly?
SLEPBRTH,Has anyone ever observed that you stop breathing during your sleep?
MEDICARE,Do you have Medicare? (Medicare is a coverage plan for people 65 or over and for certain disabled people.)
HLTHCVR1,What is the primary source of your health care coverage? Is it…
DELAYMED,Have you delayed getting needed medical care for any of the following reasons in the past 12 months? Select the
DLYOTHER,Delayed Getting Medical Care Other Response
NOCOV121,In the PAST 12 MONTHS was there any time when you did NOT have ANY health insurance or coverage?
LSTCOVRG,About how long has it been since you last had health care coverage?
DRVISITS,"How many times have you been to a doctor, nurse, or other health professional in the past 12 months?"
MEDSCOS1,"Not including over-the-counter (OTC) medications, was there a time in the past 12 months when you did not"
CARERCVD,"In general, how satisfied are you with the health care you received? Would you say—"
MEDBILL1,Do you currently have any health care bills that are being paid off over time? (This could include medical bills being paid
ASBIALCH,You told me earlier that your last routine checkup was [within the past year/within the past 2 years]. At that
ASBIDRNK,Did the health care provider ask you in person or on a form how much you drink?
ASBIBING,Did the healthcare provider specifically ask whether you drank [5 FOR MEN /4 FOR WOMEN] or more alcoholic
ASBIADVC,Were you offered advice about what level of drinking is harmful or risky for your health?
ASBIRDUC,"At your last routine checkup, were you advised to reduce or quit your drinking?"
CNCRDIFF,How many different types of cancer have you had?
CNCRAGE,"At what age were you told that you had cancer? (If Response = 2 (Two) or 3 (Three or more), ask: “At what age"
CNCRTYP1,"What type of cancer was it? (If Response = 2 (Two) or 3 (Three or more), ask: “With your most recent diagnoses"
CSRVTRT2,"Are you currently receiving treatment for cancer? [By treatment, we mean surgery, radiation therapy,"
CSRVDOC1,What type of doctor provides the majority of your health care?
CSRVSUM,"Did any doctor, nurse, or other health professional ever give you a written summary of all the cancer treatments"
CSRVRTRN,"Have you ever received instructions from a doctor, nurse, or other health professional about where you should"
CSRVINST,Were these instructions written down or printed on paper for you?
CSRVINSR,"With your most recent diagnosis of cancer, did you have health insurance that paid for all or part of your cancer"
CSRVDEIN,Were you ever denied health insurance or life insurance coverage because of your cancer?
CSRVCLIN,Did you participate in a clinical trial as part of your cancer treatment?
CSRVPAIN,Do you currently have physical pain caused by your cancer or cancer treatment?
CSRVCTL1,Is your pain currently under control?
SSBSUGR2,"During the past 30 days, how often did you drink regular soda or pop that contains sugar? Do not include diet"
SSBFRUT3,"During the past 30 days, how often did you drink sugar-sweetened fruit drinks (such as Kool-aid and lemonade), sweet tea,"
WTCHSALT,Are you currently watching or reducing your sodium or salt intake?
DRADVISE,Has a doctor or other health professional ever advised you to reduce sodium or salt
MARIJANA,"During the past 30 days, on how many days did you use marijuana or hashish?"
USEMRJN1,"During the past 30 days, what was the primary mode you used marijuana? [Please select one. Did you…]"
RSNMRJNA,"When you used marijuana or hashish during the past 30 days, was it for medical reasons to treat or decrease symptoms of a"
PFPPRVN2,Did you or your partner do anything the last time you had sex to keep you from getting pregnant?
TYPCNTR7,What did you or your partner do the last time you had sex to keep you from getting
NOBCUSE6,What was your main reason for not doing anything the LAST TIME YOU HAD SEX to
IMFVPLAC,At what kind of place did you get your last flu shot or vaccine?
HPVADVC2,"Have you ever had the H.P.V. vaccination? (Human Papilloma Virus (Human Pap•uh•loh•muh Virus), Gardasil"
HPVADSHT,How many HPV shots did you receive?
TETANUS,"Since 2005, have you had a tetanus shot? (If yes, ask: “Was this Tdap, the tetanus shot that also has pertussis or"
LCSLAST,How old were you when you last smoked cigarettes regularly?
LCSNUMCG,"On average, when you smoke/smoked regularly, about how many cigarettes do/did you usually smoke each day?"
LCSCTSCN,"In the last 12 months, did you have a CT or CAT scan?"
CAREGIV1,"During the past 30 days, did you provide regular care or assistance to a friend or family member who has a"
CRGVREL2,What is his/her relationship to you?
CRGVLNG1,For how long have you provided care for that person? Would you say…
CRGVHRS1,"In an average week, how many hours do you provide care or assistance? Would you say…"
CRGVPRB2,"What is the main health problem, long-term illness, or disability that the person you care for has?"
CRGVPERS,"…Managing personal care such as giving medications, feeding, dressing, or bathing?"
CRGVHOUS,"…Managing household tasks such as cleaning, managing money, or preparing meals?"
CRGVMST2,"Of the following support services, which one do you MOST need, that you are not currently getting?"
CRGVEXPT,"In the next 2 years, do you expect to provide care or assistance to a friend or family member who has a health"
CIMEMLOS,"During the past 12 months, have you experienced confusion or memory loss that is happening more often or is"
CDHOUSE,"During the past 12 months, as a result of confusion or memory loss, how often have you given up day-to-day"
CDASSIST,"As a result of confusion or memory loss, how often do you need assistance with these day-to-day activities?"
CDHELP,"When you need help with these day-to-day activities, how often are you able to get the help that you need?"
CDSOCIAL,"During the past 12 months, how often has confusion or memory loss interfered with your ability to work,"
CDDISCUS,Have you or anyone else discussed your confusion or memory loss with a health care professional?
EMTSUPRT,How often do you get the social and emotional support you need?
LSATISFY,"In general, how satisfied are you with your life?"
SDHBILLS,"During the last 12 months, was there a time when you were not able to pay your mortgage, rent or utility bills?"
SDHMOVE,"In the last 12 months, how many times have you moved from one home to another?"
HOWSAFE1,How safe from crime do you consider your neighborhood to be?
SDHFOOD,"The first statement is, “The food that I bought just didn’t last, and I didn’t have money to get more.” Was that"
SDHMEALS,"I couldn’t afford to eat balanced meals.” Was that often, sometimes, or never true for you in the last 12 months?"
SDHMONEY,"In general, how do your finances usually work out at the end of the month? Do you find that you usually:"
SDHSTRES,"Within the last 30 days, how often have you felt this kind of stress?"
TYPEWORK,"What kind of work do you do? [(for example, registered nurse, janitor, cashier, auto mechanic)]"
TYPEINDS,"What kind of business or industry do you work in? [(for example, hospital, elementary school, clothing"
SXORIENT,Do you consider yourself to be: (We ask this question in order to better understand the health and health care
TRNSGNDR,"Do you consider yourself to be transgender? (If yes, ask “Do you consider yourself to be male-to-female, female-to-"
FIREARM4,Are any firearms kept in or around your home?
GUNLOAD,Are any of these firearms now loaded?
LOADULK2,Are any of these loaded firearms also unlocked? [By “unlocked” we mean you do not need a key or a
RCSBIRTH,What is the birth month and year of the “Xth” child?
RCSGENDR,Is the child a boy or a girl?
RCHISLA1,"Is the child Hispanic, Latino/a, or Spanish origin?"
RCSRACE1,Which one or more of the following would you say is the race of the child? (If 40 (Asian) or 50 (Pacific Islander) is
RCSBRAC2,Which one of these groups would you say best represents the child´s race? (If 40 (Asian) or 50 (Pacific Islander)
RCSRLTN2,How are you related to the child?
CASTHDX2,"Has a doctor, nurse or other health professional EVER said that the child has asthma?"
CASTHNO2,Does the child still have asthma?
CALLBACK,"[INTERVIEWER, SAY IF NECESSARY: I understand your time is valuable and you may"
ADLTCHLD,Which person in the household was selected as the focus of the asthma call-back?
ADHISPA,Adult Hispanic response
CHHISPA,Child Hispanic response
QSTVER,Questionnaire Version Identifier
QSTLANG,Language identifier
CATI_RN,Description not found
CATI_RG,Description not found
CATI_SR,Description not found
CPCOUNTY,Cell Phone County Name
CALLBCKZ,We would like to call you again to talk in more detail about your experiences with Zika. The information will be used to help
WDUSENOW,"Do you track your nutrition, sleep, or physical activity using a wearable device or a mobile application (such as"
WDINFTRK,What types of health information do you track using your mobile app or wearable device?
WDHOWOFT,How often do you enter information on your mobile app or wearable device?
WDSHARE,"Would you be willing to share information stored on your mobile device or app for use by a public health agency,"
OH1_1,"Do you currently use other tobacco products every day, some days, or not at all?"
OH1_2,"Do you now smoke cigars every day, some days, or not at all? Please DO NOT include"
OH1_3,"Do you now smoke little cigars or cigarillos, such as Black and Milds, every day, some"
OH1_4,"Do you now smoke a water pipe or hookah every day, some days, or not at all? DO NOT"
OH1_5,"Do you now smoke “roll your own” tobacco every day, some days, or not at all?"
OH9_1,"In the last 7 days, have you been exposed to vapor from someone who was using an e-"
OH9_2,"In the last 7 days, have you been exposed to secondhand smoke from someone who was"
OH9_3a,Description not found
OH9_3b,Description not found
OH9_3c,Description not found
OH9_3d,Description not found
OH9_3e,Description not found
OH9_3f,Description not found
OH9_3g,Description not found
OH9_3h,Description not found
OH9_4,"Thinking now about your home, which best describes the building you live in?"
OH9_5,Is your building owned by a public housing authority?
OH9_6,Do you receive any government rental assistance? This could include paying a lower rent
OH2_1,About how old were you the first time you smoked part or all of a cigarette?
OH2_2,About how old were you when you first started smoking cigarettes fairly regularly?
OH2_3,Have you ever smoked daily for six months or more?
OH2_4,"On average, about how many cigarettes a day do you now smoke?"
OH2_5,"Do you now use any flavored e-cigarette or tobacco products every day, some days, or"
OH2_6,"During the past 12 months, did any doctor, nurse, or other health professional ask if you"
OH2_7,"During the past 12 months, did any doctor, nurse, or other health professional advise you"
OH2_8,"During the past 12 months, did any doctor, nurse, or other health professional discuss"
OH2_9,"During the past 12 months, did any doctor, nurse, or other health professional discuss"
OH2_10,Have you ever used a medication to assist you with quitting smoking cigarettes?
OH2_11,Have you ever used methods and strategies other than medications to assist you with
OH2_12,Have you ever tried using an e-cigarette or other electronic vaping product because you
OH2_13,Have you ever tried using a smokeless tobacco product because you thought it would
OH2_14,A telephone quitline is a free telephone-based service that connects people who use
OH2_15,"During the past 30 days, have you heard or seen any advertisement for the Ohio"
OH2_16,Which statement best describes the rules about smoking inside your home? Do not
OH2_17,Does the building you live in have a smoke free policy in place that says no one can
OH2_18,Description not found
OH2_19,"Within the past 12 months, has your employer offered any stop smoking program or any"
OH2_20,How would you rate your approval of the law?
OH2_21,"If you witnessed a violation of the Smoke Free Ohio law, how likely would you be to"
OH2_22,Tobacco use by adults should not be allowed on school grounds or at any school events.
OH2_23,Tobacco use should not be allowed on college or university campuses or at any college-
OH2_24,Smoking should not be allowed in multi-unit housing residences or any living quarters
OH2_25,Smoking should not be allowed in outdoor public spaces. Do you…
OH2_26,Tobacco use of any kind should not be allowed in outdoor public spaces. Do you…
OH2_27,E-cigarettes and other electronic vaping products should be treated the same as regular
OH2_28,The minimum age to buy tobacco products should be raised from 18 to 21 years. Do
OH2_29,Does your health care coverage pay for smoking cessation services?
OH3_1,"During the past 12 months, did you ever feel so sad or hopeless almost every day for two"
OH4_1,"During the past 12 months, did you ever seriously consider attempting suicide?"
FALL12MN,"In the past 12 months, how many times have you fallen?"
FALLINJ2,[Fill in “Did this fall (from FALL12MN) cause an injury?”]. If only one fall from
OH6_1,"In your lifetime, have you ever been hospitalized or treated in an emergency room"
OH6_2,"In your lifetime, have you ever injured your head or neck in a car accident or from a crash"
OH6_3,"In your lifetime, have you ever injured your head or neck in a fall or from being hit by"
OH6_4,"In your lifetime, have you ever injured your head or neck in a fight, from being hit by"
OH6_5,"In your lifetime, have you ever been nearby when an explosion or a blast occurred? Think"
OH6_6,Were you ever KNOCKED OUT or did you LOSE CONSCIOUSNESS from any of the
OH6_7,What was the LONGEST TIME you were knocked out or unconscious?
OH6_8,How old were you THE FIRST TIME you were knocked out or lost consciousness?
OH6_9,How old were you the last time you were knocked out or lost consciousness? If you were
OH6_10,"If you were not knocked out by any of these injuries, did any of them cause you to be"
OH6_11,"Have you ever had a period of time in which you experienced MULTIPLE, REPEATED"
OH7_1,"During the past year, how often has the “Xth” [CATI: fill in correct number] child worn"
OH7_2a,Your child doesn’t have a bicycle helmet?
OH7_2b,Helmets are unnecessary?
OH7_2c,You don’t require your child to wear a helmet at all times?
OH7_2d,Helmets cost too much?
OH7_2e,Most other children in your neighborhood do not wear helmets?
OH7_2f,Your child forgets to wear his/her helmet?
OH7_2g,Your child doesn’t like the way he/she looks when wearing a helmet?
OH7_2h,Your child thinks the helmet is uncomfortable?
OH7_3,Do you favor or oppose laws that require children younger than 18 years of age to wear a
OH8_1,Has your Xth [CATI: fill in correct number] child ever played or participated in
OH8_2,How many times has your Xth [CATI: fill in correct number] child ever received an
OH8_3,Did the most recent incident occur
OH8_4,In what type of sport was the child playing or participating?
OH8_5,"Was the child removed from play for the day by an adult, such as a coach or trainer?"
OH8_6,Was the child immediately taken to an emergency room or urgent care center?
OH8_7,"Was the child checked out later for this injury by a health care professional (e.g., doctor,"
OH8_8,"To your knowledge, does Ohio have a law that requires children in school athletics and"
OH8_9,How did you become aware of the law?
NAMTRIBE,What is your main tribe?
NAMOTHR,Enter tribal affiliation when previous question response is 6 other
EOR,End of Data-Submission Record Marker
_URBNRRL,NCHS Urban-Rural Classification
_MSACODE,FIPS Metropolitan Statistical Area Code
MSCODE,Metropolitan Status Code
_STSTR,Sample Design Stratification Variable (Prior to 2011: _STSTR is a five digit number that combines the values for
_STRWT,Stratum weight (Number of records in a stratum (NRECSTR) divided by the number of records selected (NRECSEL).)
_RAW,Raw weighting factor (Number of adults in the household (NUMADULT) divided by the imputed number of
_WT2,Design weight (Stratum weight (_STRWT) multiplied by the raw weighting factor (_RAW).)
_RAWRAKE,"Raw weighting factor used in raking (Number of adults in the household (NUMADULT, maximum of 5) divided by"
_WT2RAKE,Design weight used in raking (Stratum weight (_STRWT) multiplied by the raw weighting factor (_RAWRAKE).)
_REGION,"Geographic region within a state, imputed from CTYCODE, _IMPCTY, or _GEOSTR"
_IMPSEX,"Imputed gender (This value is the reported gender or an imputed gender, if the respondent refused to give their"
_IMPAGE,"Imputed age used in post-stratification (This value is the reported age or an imputed age, if the respondent refused to give an"
_IMPRACE,"Imputed race/ethnicity value (This value is the reported race/ethnicity or an imputed race/ethnicity, if the respondent refused"
_IMPNPH,Imputed number of phones used in weighting
_IMPCTY,Imputed County
_IMPEDUC,"Imputed Education Level (This value is the reported education level or an imputed education level, if the respondent refused"
_IMPMRTL,"Imputed Marital Status (This value is the reported marital status or an imputed marital status, if the respondent refused to"
_IMPHOME,"Imputed Own or Rent Home (This value is the reported tenure (rent or own home) or an imputed tenure, if the respondent"
O_STATE,Original state that collected the cell phone data
_CHISPNC,"Child Hispanic, Latino/a, or Spanish origin calculated variable"
CRACORG1,"RCSRACE1 with 77, 88, 80, 99s removed"
CRACASC1,CRACORG1 with responses in ascending order
_CRACE1,Child multiracial race categorization
_CPRACE,Preferred Child Race Categories
_IMPCAGE,Imputed Child Age
_IMPCRAC,Imputed Child Race/Ethnicity
_IMPCSEX,Imputed Child Gender
_RAWCH,Raw child weighting factor (Number of children in the household (CHILDREN) divided by the imputed number of
_WT2CH,Child design weight (Child stratum weight (_STRWT) multiplied by the raw weighting factor (_RAWCH).)
CHILDAGE,Child Age (in months)
_CLCPM01,Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCPM02,Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCPM03,Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCPM04,Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCPM05,Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLLCPWT,Final child weight: Land-line and Cell-Phone data (Raking derived weight)
_CLCM1V1,Version 1 Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCM2V1,Version 1 Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCM3V1,Version 1 Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCM4V1,Version 1 Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCM5V1,Version 1 Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLCWTV1,Version 1 child weight: Land-line and Cell-Phone data
_CLCM1V2,Version 2 Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCM2V2,Version 2 Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCM3V2,Version 2 Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCM4V2,Version 2 Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCM5V2,Version 2 Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLCWTV2,Version 2 child weight: Land-line and Cell-Phone data
_CLCM1V3,Version 3 Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCM2V3,Version 3 Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCM3V3,Version 3 Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCM4V3,Version 3 Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCM5V3,Version 3 Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLCWTV3,Version 3 child weight: Land-line and Cell-Phone data
ORGSEQNO,Original State and Original Sequence Number
_DUALUSE,Dual Phone Use Categories
_DUALCOR,Dual phone use correction factor
