column_name,description
HAVARTH5,"Has a doctor, nurse or other health professional ever told you that you had some form of arthritis, rheumatoid arthritis, gout,"
ARTHEXER,Has a doctor or other health professional ever suggested physical activity or exercise to help your arthritis or joint
ARTHEDU,Have you ever taken an educational course or class to teach you how to manage problems related to your
LMTJOIN3,Are you now limited in any way in any of your usual activities because of arthritis or joint symptoms?
ARTHDIS2,"Do arthritis or joint symptoms now affect whether you work, the type of work you do or the amount of work you do?"
JOINPAI2,"During the past 30 days, how bad was your joint pain on average on a scale of 0 to 10 where 0 is no pain and 10"
AGE,What is your age?
HISPANC3,"Are you Hispanic, Latino/a, or Spanish origin?"
MRACE1,Which one or more of the following would you say is your race?
ORACE3,Which one of these groups would you say best represents your race?
MARITAL,Are you: (marital status)
EDUCA,What is the highest grade or year of school you completed?
RENTHOM1,Do you own or rent your home?
CTYCODE2,In what county do you currently live?
ZIPCODE1,What is the ZIP Code where you currently live?
NUMHHOL3,"Not including cell phones or numbers used for computers, fax machines or security systems, do you have more"
NUMPHON3,How many of these telephone numbers are residential numbers?
CPDEMO1B,How many cell phones do you have for personal use?
VETERAN3,"Have you ever served on active duty in the United States Armed Forces, either in the regular military or in a National Guard or military reserve unit?"
EMPLOY1,Are you currently…?
CHILDREN,How many children less than 18 years of
INCOME3,"Is your annual household income from all sources: (If respondent refuses at any income level, code ´Refused.´)"
PREGNANT,"To your knowledge, are you now pregnant?"
WEIGHT2,About how much do you weigh without shoes?
HEIGHT3,About how tall are you without shoes?
DEAF,Are you deaf or do you have serious difficulty hearing?
BLIND,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?"
DECIDE,"Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating,"
DIFFWALK,Do you have serious difficulty walking or climbing stairs?
DIFFDRES,Do you have difficulty dressing or bathing?
DIFFALON,"Because of a physical, mental, or emotional condition, do you have difficulty doing errands alone such as visiting a doctor"
SMOKE100,Have you smoked at least 100 cigarettes in your entire life? [Note: 5 packs = 100 cigarettes]
SMOKDAY2,"Do you now smoke cigarettes every day, some days, or not at all?"
USENOW3,"Do you currently use chewing tobacco, snuff, or snus every day, some days, or not at all? (Snus (Swedish for"
ECIGNOW1,"Do you now use e-cigarettes or other electronic vaping products every day, some days, or not at all?"
ALCDAY5,"During the past 30 days, how many days per week or per month did you have at least one drink of any alcoholic"
AVEDRNK3,"One drink is equivalent to a 12-ounce beer, a 5-ounce glass of wine, or a drink with one shot of liquor. During the past 30"
DRNK3GE5,"Considering all types of alcoholic beverages, how many times during the past 30 days did you have 5 or more"
MAXDRNKS,"During the past 30 days, what is the largest number of drinks you had on any occasion?"
FLUSHOT7,"During the past 12 months, have you had either flu vaccine that was sprayed in your nose or flu shot injected into your arm?"
FLSHTMY3,During what month and year did you receive your most recent flu vaccine that was sprayed in your nose or flu
IMFVPLA2,At what kind of place did you get your last flu shot or vaccine?
PNEUVAC4,Have you ever had a pneumonia shot also known as a pneumococcal vaccine?
HIVTST7,"Including fluid testing from your mouth, but not including tests you may have had for blood donation, have you ever been tested for H.I.V?"
HIVTSTD3,"Not including blood donations, in what month and year was your last H.I.V. test?"
FRUIT2,"Now think about the foods you ate or drank during the past month, that is, the past 30 days, including meals and snacks. Not including juices, how often did you eat fruit? You can tell me times per day, times per week or times per month."
FRUITJU2,"Not including fruit-flavored drinks or fruit juices with added sugar, how often did you drink 100% fruit juice such as apple or orange juice?"
FVGREEN1,"How often did you eat a green leafy or lettuce salad, with or without other vegetables?"
FRENCHF1,"How often did you eat any kind of fried potatoes, including French fries, home fries, or hash browns?"
POTATOE1,"How often did you eat any other kind of potatoes, or sweet potatoes, such as baked, boiled, mashed potatoes, or potato salad?"
VEGETAB2,"Not including lettuce salads and potatoes, how often did you eat other vegetables?"
PDIABTST,Have you had a test for high blood sugar or diabetes within the past three years?
PREDIAB1,Have you ever been told by a doctor or other health professional that you have pre-diabetes or borderline
INSULIN1,Are you now taking insulin?
BLDSUGAR,About how often do you check your blood for glucose or sugar? [Include times when checked by a family
FEETCHK3,"Including times when checked by a family member or friend, about how often do you check your feet for any"
DOCTDIAB,"About how many times in the past 12 months have you seen a doctor, nurse, or other health professional for your diabetes?"
CHKHEMO3,"About how many times in the past 12 months has a doctor, nurse, or other health professional checked you for A-one-C?"
FEETCHK,About how many times in the past 12 months has a health professional checked your feet for any sores or irritations?
EYEEXAM1,"When was the last time you had an eye exam in which the pupils were dilated, making you temporarily sensitive"
DIABEYE,Has a doctor ever told you that diabetes has affected your eyes or that you had retinopathy?
DIABEDU,Have you ever taken a course or class in how to manage your diabetes yourself?
TOLDCFS,Have you ever been told by a doctor or other health professional that you had Chronic Fatigue Syndrome (CFS)
HAVECFS,Do you still have Chronic Fatigue Syndrome (CFS) or (Myalgic Encephalomyelitis) ME?
WORKCFS,"Thinking about your CFS or ME, during the past 6 months, how many hours a week on average have you been"
TOLDHEPC,Have you ever been told by a doctor or other health professional that you had Hepatitis C?
TRETHEPC,Were you treated for Hepatitis C in 2015 or after?
PRIRHEPC,Were you treated for Hepatitis C prior to 2015?
HAVEHEPC,Do you still have Hepatitis C?
HAVEHEPB,"Has a doctor, nurse, or other health professional ever told you that you had hepatitis B?"
MEDSHEPB,Are you currently taking medicine to treat hepatitis B?
HPVADVC4,Have you ever had an H.P.V. vaccination?
HPVADSHT,How many HPV shots did you receive?
TETANUS1,"Have you received a tetanus shot in the past 10 years? (If yes, ask: “Was this Tdap, the tetanus shot that also has"
SHINGLE2,Have you ever had the shingles or zoster vaccine?
LCSFIRST,How old were you when you first started to smoke cigarettes regularly
LCSLAST,How old were you when you last smoked cigarettes regularly?
LCSNUMCG,"On average, when you smoke/smoked regularly, about how many cigarettes do/did you usually smoke each day?"
LCSCTSCN,"In the last 12 months, did you have a CT or CAT scan?"
HADMAM,Have you ever had a mammogram?
HOWLONG,How long has it been since you had your last mammogram?
CERVSCRN,Have you ever had a cervical cancer screening test?
CRVCLCNC,How long has it been since you had your last cervical cancer screening test?
CRVCLPAP,"At your most recent cervical cancer screening, did you have a Pap test?"
CRVCLHPV,"At your most recent cervical cancer screening, did you have an H.P.V. test?"
HADHYST2,Have you had a hysterectomy? (A hysterectomy is an operation to remove the uterus (womb).)
PSATEST1,Have you ever had a P.S.A. test?
PSATIME1,About how long has it been since your most recent P.S.A. test?
PCPSARS2,What was the main reason you had this P.S.A. test – was it …?
PCSTALK,"Did a doctor, nurse, or other health professional EVER talk with you about the advantages, the disadvantages or"
HADSIGM4,Colonoscopy and sigmoidoscopy are exams to check for colon cancer. Have you ever had either of these exams?
COLNSIGM,"Have you had a colonoscopy, a sigmoidoscopy, or both?"
COLNTES1,How long has it been since your most recent colonoscopy?
SIGMTES1,How long has it been since your most recent sigmoidoscopy?
LASTSIG4,How long has it been since your most recent colonoscopy or sigmoidoscopy?
COLNCNCR,"Have you ever had any other kind of test for colorectal cancer, such as virtual colonoscopy, CT colonography,"
VIRCOLO1,A virtual colonoscopy uses a series of X-rays to take pictures of inside the colon. Have you ever had a virtual colonoscopy?
VCLNTES1,When was your most recent CT colonography or virtual colonoscopy?
SMALSTOL,One stool test uses a special kit to obtain a small amount of stool at home and returns the kit to the doctor or
STOLTEST,How long has it been since you had this test?
STOOLDN1,Another stool test uses a special kit to obtain an entire bowel movement at home and returns the kit to a lab.
BLDSTFIT,Was the blood stool or FIT (you reported earlier) conducted as part of a Cologuard test?
SDNATES1,How long has it been since you had this test?
CNCRDIFF,How many different types of cancer have you had?
CNCRAGE,"At what age were you told that you had cancer? (If Response = 2 (Two) or 3 (Three or more), ask: “At what age"
CNCRTYP1,"What type of cancer was it? (If Response = 2 (Two) or 3 (Three or more), ask: “With your most recent diagnoses"
CSRVTRT3,Are you currently receiving treatment for cancer?
CSRVDOC1,What type of doctor provides the majority of your health care?
CSRVSUM,"Did any doctor, nurse, or other health professional ever give you a written summary of all the cancer treatments"
CSRVRTRN,"Have you ever received instructions from a doctor, nurse, or other health professional about where you should"
CSRVINST,Were these instructions written down or printed on paper for you?
CSRVINSR,"With your most recent diagnosis of cancer, did you have health insurance that paid for all or part of your cancer"
CSRVDEIN,Were you ever denied health insurance or life insurance coverage because of your cancer?
CSRVCLIN,Did you participate in a clinical trial as part of your cancer treatment?
CSRVPAIN,Do you currently have physical pain caused by your cancer or cancer treatment?
CSRVCTL2,Would you say your pain is currently under control…?
HOMBPCHK,Has your doctor nurse or other health professional recommended you check your blood pressure outside of the
HOMRGCHK,Do you regularly check your blood pressure outside of your healthcare professional’s office or at home?
WHEREBP,"Do you take it mostly at home or on a machine at a pharmacy, grocery or similar location?"
SHAREBP,How do you share your blood pressure numbers that you collected with your health professional? Is it mostly by
WTCHSALT,Are you currently watching or reducing your sodium or salt intake?
DRADVISE,Has a doctor or other health professional ever advised you to reduce sodium or salt intake?
CIMEMLOS,"The next few questions ask about difficulties in thinking or remembering that can make a big difference in everyday activities. This does not refer to occasionally forgetting your keys or the name of someone you recently met, which is normal. This refers to confusion or memory loss that is happening more often or getting worse, such as forgetting how to do things you’ve always done or forgetting things that you would"
CDHOUSE,"During the past 12 months, as a result of confusion or memory loss, how often have you given up day-to-day"
CDASSIST,"As a result of confusion or memory loss, how often do you need assistance with these day-to-day activities?"
CDHELP,"When you need help with these day-to-day activities, how often are you able to get the help that you need?"
CDSOCIAL,"During the past 12 months, how often has confusion or memory loss interfered with your ability to work,"
CDDISCUS,Have you or anyone else discussed your confusion or memory loss with a health care professional?
CAREGIV1,"During the past 30 days, did you provide regular care or assistance to a friend or family member who has a"
CRGVREL4,What is his or her relationship to you?
CRGVLNG1,For how long have you provided care for that person?
CRGVHRS1,"In an average week, how many hours do you provide care or assistance?"
CRGVPRB3,"What is the main health problem, long- term illness, or disability that the person you care for has?"
CRGVALZD,"Does the person you care for also have Alzheimer´s disease, dementia or other cognitive impairment disorder?"
CRGVPER1,"In the past 30 days, did you provide care for this person by managing personal care such as giving medications,"
CRGVHOU1,"In the past 30 days, did you provide care for this person by managing household tasks such as cleaning,"
CRGVEXPT,"In the next 2 years, do you expect to provide care or assistance to a friend or family member who has a health"
ACEDEPRS,"Did you live with anyone who was depressed, mentally ill, or suicidal?"
ACEDRINK,Did you live with anyone who was a problem drinker or alcoholic?
ACEDRUGS,Did you live with anyone who used illegal street drugs or who abused prescription medications?
ACEPRISN,"Did you live with anyone who served time or was sentenced to serve time in a prison, jail, or other correctional facility?"
ACEDIVRC,Were your parents separated or divorced?
ACEPUNCH,"How often did your parents or adults in your home ever slap, hit, kick, punch or beat each other up? Was it…"
ACEHURT1,"Not including spanking, (before age 18), how often did a parent or adult in your home ever hit, beat, kick, or physically hurt you in any way? Was it—"
ACESWEAR,"How often did a parent or adult in your home ever swear at you, insult you, or put you down? Was it…"
ACETOUCH,"How often did anyone at least 5 years older than you or an adult, ever touch you sexually? Was it…"
ACETTHEM,"How often did anyone at least 5 years older than you or an adult, try to make you touch them sexually? Was it…"
ACEHVSEX,"How often did anyone at least 5 years older than you or an adult, force you to have sex? Was it…"
ACEADSAF,"For how much of your childhood was there an adult in your household who made you feel safe and protected? Would you say never, a little of the time, some of the time, most of the time, or all of the time?"
ACEADNED,"For how much of your childhood was there an adult in your household who tried hard to make sure your basic needs were met? Would you say never, a little of the time, some of the time, most of the time, or all of the time?"
MARIJAN1,"During the past 30 days, on how many days did you use marijuana or cannabis?"
USEMRJN3,"During the past 30 days, which one of the following ways did you use marijuana the most often? Did you usually…"
RSNMRJN2,"When you used marijuana or cannabis during the past 30 days, was it usually:"
LASTSMK2,"How long has it been since you last smoked a cigarette, even one or two puffs?"
STOPSMK2,"During the past 12 months, have you stopped smoking for one day or longer because you were trying to quit smoking?"
FIREARM5,Are any firearms now kept in or around your home?
GUNLOAD,Are any of these firearms now loaded?
LOADULK2,Are any of these loaded firearms also unlocked? [By “unlocked” we mean you do not need a key or a
TYPEWORK,"What kind of work do you do? [(for example, registered nurse, janitor, cashier, auto mechanic)]"
TYPEINDS,"What kind of business or industry do you work in? [(for example, hospital, elementary school, clothing"
RCSBIRTH,What is the birth month and year of the “Xth” child?
RCSGENDR,Is the child a boy or a girl?
RCHISLA1,"Is the child Hispanic, Latino/a, or Spanish origin?"
RCSRACE1,Which one or more of the following would you say is the race of the child? (If 40 (Asian) or 50 (Pacific Islander) is
RCSBRAC2,Which one of these groups would you say best represents the child’s race?
RCSRLTN2,How are you related to the child? Are you a….
CASTHDX2,"The next two questions are about the Xth child. Has a doctor, nurse or other health professional EVER said that the child has asthma?"
CASTHNO2,Does the child still have asthma?
BIRTHSEX,What was your sex at birth? Was it male or female?
SOMALE,Which of the following best represents how you think of yourself?
SOFEMALE,Which of the following best represents how you think of yourself?
TRNSGNDR,Do you consider yourself to be transgender?
CALLBACK,We would like to call you again within the next 2 weeks to talk in more detail about (your/your child’s) experiences with
ADLTCHLD,Which household member was selected to be the focus of the callback.
ADHISPA,Adult Hispanic response
CHHISPA,Child Hispanic response
QSTVER,Questionnaire Version Identifier
QSTLANG,Language identifier
CATI_RN,Description not found
CATI_RG,Description not found
CATI_SR,Description not found
CPCOUNTY,Cell Phone County Name
OH1_1,"During the past 12 months, have you experienced confusion or memory loss that is happening more often or is getting worse?"
OH1_2,"During the past 12 months, as a result of confusion or memory loss, how often have you given up day-to-day household activities or chores you used to do, such as cooking, cleaning, taking medications, driving, or paying bills?"
OH2_1,"When was the last time you had your eyes examined by any doctor or eye care provider?"
VINOCRE2,"What is the main reason you have not visited an eye care professional in the past 12 months?"
VIINSUR2,"Do you have any kind of health insurance coverage for eye care?"
FALL12MN,"In the past 12 months, how many times have you fallen?"
FALLINJ4,"How many of these falls caused an injury that limited your regular activities for at least a day or caused you to go to see a doctor?"
OH4_1,"Has your Xth child ever played or participated in organized sports, either in school or in a non-school recreation league?"
OH4_2,"How many times has your Xth child ever received an injury or blow to the head that resulted in symptoms of a concussion as a result of playing organized sports?"
OH4_3,"When did the most recent incident occur?"
OH4_4,"Did the most recent incident occur during practice or competition?"
OH4_5,"In what type of sport was the child playing or participating?"
OH4_6,"Did your child's school provide any accommodations for your child's recovery, such as extra time for tests or homework, or a shortened school day?"
OH4_7,"Are you aware of the Ohio law regarding concussions in youth sports?"
OH4_8,"Where did you hear about the law?"
OH4_9,"Did you receive information about concussions from the youth sports organization?"
OH4_10,"How did you become aware of the law?"
OH5_1,"In the past year, did you use any pain medications that were prescribed to you by a healthcare provider?"
OH5_2,"The last time you filled a prescription for pain medication, did you use any of the pain medication more frequently or in higher doses than directed by a healthcare provider?"
OH5_3,"The last time you filled a prescription for pain medication, was there any medication leftover?"
OH5_4,"What did you do with the leftover medication?"
OH5_5,"In the past year, did you use prescription pain medication that was NOT prescribed to you?"
OH5_6,"The last time you used prescription pain medication not prescribed to you, how did you obtain the medication?"
OH5_7,"Naloxone, also called Narcan, is a medication that can reverse an overdose. Have you heard of Naloxone?"
OH5_8,"Have you ever used heroin?"
OH5_9,"Have you ever used methadone, suboxone, or subutex to treat an addiction?"
OH5_10,"Have you used Naloxone on someone else to reverse a suspected overdose?"
OH6_1,"Have you recently lost weight without trying?"
OH6_2,"If yes, how much weight have you lost?"
OH6_3,"Have you been eating poorly because of a decreased appetite?"
OH6_4,"Has food intake declined over the past 3 months due to chewing or swallowing difficulties?"
OH7_1,"In your lifetime, have you ever been hospitalized or treated in an emergency room following an injury to your head or neck?"
OH7_2,"In your lifetime, have you ever been injured in a vehicular accident, such as a car, motorcycle, or ATV crash?"
OH7_3,"In your lifetime, have you ever been injured in a fall?"
OH7_4,"In your lifetime, have you ever been injured in a fight or assault?"
OH7_5,"In your lifetime, have you ever been near an explosion or blast?"
OH7_6,"Were you ever knocked out or did you lose consciousness from any of the injuries you reported above?"
OH7_7,"What was the longest time you were knocked out or unconscious?"
OH7_8,"How old were you the first time you were knocked out or lost consciousness?"
OH7_9,"How many times in your life have you been knocked out?"
OH7_10,"If you were not knocked out, did you have a dazed or confused feeling or a gap in your memory from the injury?"
OH7_11,"How old were you the first time you had a dazed or confused feeling or a gap in your memory?"
OH8_1,"Did your parents get divorced or separated after you were born and before you were 18?"
OH8_2,"Did you live with anyone who was depressed, mentally ill, or suicidal?"
OH8_3,"Did you live with anyone who was a problem drinker or alcoholic?"
OH8_4,"Did you live with anyone who used illegal street drugs or who abused prescription medications?"
OH8_5,"Did you live with anyone who served time or was sentenced to serve time in a prison, jail, or other correctional facility?"
INTRO,"State Added Section Introduction"
OH9_1,"How do other people usually classify you in this country?"
OH9_2,"How often do you think about your race?"
OH9_3,"Within the past 12 months at work, do you feel you were treated worse than, the same as, or better than people of other races?"
OH9_4,"Within the past 12 months when seeking health care, do you feel your experiences were worse than, the same as, or better than people of other races?"
OH9_5,"Within the past 30 days, have you experienced any physical symptoms, for example, a headache, an upset stomach, tensing of your muscles, or a pounding heart, as a result of how you were treated based on your race?"
OH9_6,"Within the past 30 days, have you experienced any emotional symptoms, for example, feeling emotionally upset, as a result of how you were treated based on your race?"
OH9_7,"Have you experienced a change in your physical or mental health status as a result of the COVID-19 pandemic?"
OTH_Tob_1,"Do you currently use other tobacco products every day, some days, or not at all? (Chewing tobacco, snuff, snus)"
OTH_Tob_2,"Do you smoke cigars every day, some days, or not at all?"
OTH_Tob_3,"Do you now smoke little cigars or cigarillos, such as Black and Mild's, every day, some days, or not at all?"
OTH_Tob_4,"Do you now smoke a water pipe or hookah every day, some days, or not at all?"
OTH_Tob_5,"Do you now use any flavored e-cigarette or tobacco products every day, some days, or not at all?"
OTH_Tob_6,"Do you now use any flavored e-cigarette or tobacco products every day, some days, or not at all?"
OTH_Tob_7,"Do you usually buy your own e-cigarettes or vaping products?"
OTH_Tob_8,"Where do you buy your e-cigarettes or vaping products?"
SHS_1,"In the last 7 days, have you been exposed to vapor from someone who was using an e-cigarette or other electronic vaping product near you?"
SHS_2,"In the last 7 days, have you been exposed to secondhand smoke from someone who was smoking a cigarette or other tobacco product near you?"
SHS_3a,"In which of the following places were you exposed to secondhand smoke: In your home?"
SHS_3b,"In which of the following places were you exposed to secondhand smoke: At home, from someone smoking in another apartment/unit attached to yours?"
SHS_3c,"In which of the following places were you exposed to secondhand smoke: In a car or other vehicle?"
SHS_3d,"In which of the following places were you exposed to secondhand smoke: At work?"
SHS_3e,"In which of the following places were you exposed to secondhand smoke: At school?"
SHS_3f,"In which of the following places were you exposed to secondhand smoke: In an indoor public place such as a building lobby, mall, or enclosed stadium?"
SHS_3g,"In which of the following places were you exposed to secondhand smoke: In an outdoor public place such as a park, sidewalk, or outdoor sporting event?"
SHS_4,"Thinking now about your home, which best describes the building you live in?"
SHS_6,"Which statement best describes the rules about using e-cigarettes or vaping products inside your home?"
ATS_1,"About how old were you the first time you smoked part or all of a cigarette?"
ATS_2,"About how long has it been since you last smoked a cigarette, even one or two puffs?"
ATS_3,"On average, about how many cigarettes a day do you now smoke?"
ATS_4,"About how old were you the first time you used any tobacco product for the first time?"
ATS_5,"In the past 30 days, on how many days did you vape marijuana?"
ATS_6,"Do you have a prescription for medical marijuana?"
ATS_7,"Where do you obtain the marijuana you use within e-cigarette or vapor products?"
ATS_8,"Where do you obtain the CBD oil you use within e-cigarette or vapor products?"
ATS_9,"During the past 12 months, did any doctor, nurse, or other health professional ask if you smoke?"
ATS_10,"During the past 12 months, did any doctor, nurse, or other health professional advise you to quit smoking?"
ATS_11,"During the past 12 months, did any doctor, nurse, or other health professional ask if you use e-cigarettes or vape?"
ATS_12,"During the past 12 months, did any doctor, nurse, or other health professional advise you to quit using e-cigarettes or vaping?"
ATS_13,"Have you used any of the following to help you quit using tobacco: Nicotine replacement products (gum, patch, lozenge)?"
ATS_14,"Have you used any of the following to help you quit using tobacco: Prescription medication (Chantix, Zyban)?"
ATS_15,"Have you used any of the following to help you quit using tobacco: Counseling or classes?"
ATS_16,"Have you used any of the following to help you quit using tobacco: E-cigarettes or vaping products?"
ATS_17,"Have you used any of the following to help you quit using tobacco: Cold turkey / Just stopped?"
ATS_18,"Have you used any of the following to help you quit using tobacco: Traditional methods (acupuncture, hypnosis)?"
ATS_19,"Have you used any of the following to help you quit using tobacco: Quitline or telephone support?"
ATS_20,"Have you used any of the following to help you quit using tobacco: A mobile app or texting program?"
ATS_21,"During the past 30 days, about how often have you seen or heard commercials on tv, the internet, or on the radio about the benefits of quitting smoking?"
ATS_22,"Which statement best describes the rules about smoking inside your home?"
ATS_23,"Do you think that breathing smoke from other people's cigarettes is harmful to one's health?"
ATS_24,"Do you think that breathing vapor from other people's e-cigarettes is harmful to one's health?"
ATS_25,"How much do you favor or oppose banning the sale of all tobacco products, including e-cigarettes, in your community?"
ATS_26,"How much do you favor or oppose banning the sale of flavored tobacco products?"
ATS_27,"How much do you favor or oppose banning the sale of menthol cigarettes?"
ATS_28,"Tobacco use of any kind should not be allowed in outdoor public spaces. Do you agree or disagree?"
ATS_29,"In July 2019, Ohio passed a law that raised the minimum age to buy tobacco products from 18 to 21 years. How would you rate your approval of the law?"
ATS_30,"E-cigarettes and other electronic vaping products should be treated the same as regular cigarettes in terms of tobacco laws and policies. Do you agree or disagree?"
ATS_31,"Stores that sell tobacco products should not be allowed near schools. Do you agree or disagree?"
ATS_32,"How likely would you be to ask a stranger to not smoke or vape around you?"
ATS_33,"How likely would you be to ask a friend or family member to not smoke or vape around you?"
ATS_34,"Do you believe you have a right to breathe clean air in public places?"
ATS_35,"Would you support a policy that prohibits smoking and vaping in multi-unit housing complexes?"
ATS_36,"Would you favor or oppose a tax increase on tobacco products?"
EOR,End of Data-Submission Record Marker
_URBNRRL,NCHS Urban-Rural Classification
_METSTAT,Metropolitan Status
_URBSTAT,Urban/Rural Status
_MSACODE,FIPS Metropolitan Statistical Area Code
MSCODE,Metropolitan Status Code
_STSTR,Sample Design Stratification Variable (Prior to 2011: _STSTR is a five digit number that combines the values for
_STRWT,Stratum weight (Number of records in a stratum (NRECSTR) divided by the number of records selected (NRECSEL).)
_RAW,Raw weighting factor (Number of adults in the household (NUMADULT) divided by the imputed number of
_WT2,Design weight (Stratum weight (_STRWT) multiplied by the raw weighting factor (_RAW).)
_RAWRAKE,"Raw weighting factor used in raking (Number of adults in the household (NUMADULT, maximum of 5) divided by"
_WT2RAKE,Design weight used in raking (Stratum weight (_STRWT) multiplied by the raw weighting factor (_RAWRAKE).)
_REGION,"Geographic region within a state, imputed from CTYCODE, _IMPCTY, or _GEOSTR"
_IMPSEX,"Imputed gender (This value is the reported gender or an imputed gender, if the respondent refused to give their"
_IMPAGE,"Imputed age used in post-stratification (This value is the reported age or an imputed age, if the respondent refused to give an"
_IMPRACE,"Imputed race/ethnicity value (This value is the reported race/ethnicity or an imputed race/ethnicity, if the respondent refused"
_IMPNPH,Imputed number of phones used in weighting
_IMPCTY,Imputed County
_IMPEDUC,"Imputed Education Level (This value is the reported education level or an imputed education level, if the respondent refused"
_IMPMRTL,"Imputed Marital Status (This value is the reported marital status or an imputed marital status, if the respondent refused to"
_IMPHOME,"Imputed Own or Rent Home (This value is the reported tenure (rent or own home) or an imputed tenure, if the respondent"
O_STATE,Original state that collected the cell phone data
_CHISPNC,"Child Hispanic, Latino/a, or Spanish origin calculated variable"
CRACORG1,"RCSRACE1 with 77, 88, 80, 99s removed"
CRACASC1,CRACORG1 with responses in ascending order
_CRACE1,Child multiracial race categorization
_CPRACE1,Preferred Child Race Categories
_IMPCAGE,Imputed Child Age
_IMPCRAC,Imputed Child Race/Ethnicity
_IMPCSEX,Imputed Child Gender
_RAWCH,Raw child weighting factor (Number of children in the household (CHILDREN) divided by the imputed number of
_WT2CH,Child design weight (Child stratum weight (_STRWT) multiplied by the raw weighting factor (_RAWCH).)
CHILDAGE,Child Age (in months)
CAGEG,Four level child age
_CLCPM01,Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCPM02,Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCPM03,Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCPM04,Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCPM05,Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLLCPWT,Final child weight: Land-line and Cell-Phone data (Raking derived weight)
_CLCM1V1,Version 1 Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
