column_name,description
ORACE3,Which one of these groups would you say best represents your race?
MARITAL,Are you…?
EDUCA,What is the highest grade or year of school you completed?
RENTHOM1,Do you own or rent your home?
CTYCODE2,In what county do you currently live?
ZIPCODE1,What is the ZIP Code where you currently live?
NUMHHOL3,"Not including cell phones or numbers used for computers, fax machines or security systems, do you have more"
NUMPHON3,How many of these telephone numbers are residential numbers?
CPDEMO1B,How many cell phones do you have for personal use?
VETERAN3,"Have you ever served on active duty in the United States Armed Forces, either in"
EMPLOY1,Are you currently…?
CHILDREN,How many children less than 18 years of age live in your household?
INCOME2,Is your annual household income from all sources—
WEIGHT2,About how much do you weigh without shoes?
HEIGHT3,About how tall are you without shoes?
PREGNANT,"To your knowledge, are you now pregnant?"
DEAF,Are you deaf or do you have serious difficulty hearing?
BLIND,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?"
DECIDE,"Because of a physical, mental, or emotional condition, do you have serious difficulty"
DIFFWALK,Do you have serious difficulty walking or climbing stairs?
DIFFDRES,Do you have difficulty dressing or bathing?
DIFFALON,"Because of a physical, mental, or emotional condition, do you have difficulty doing"
SMOKE100,Have you smoked at least 100 cigarettes in your entire life?
SMOKDAY2,"Do you now smoke cigarettes every day, some days, or not at all?"
STOPSMK2,"During the past 12 months, have you stopped smoking for one day or longer because"
LASTSMK2,"How long has it been since you last smoked a cigarette, even one or two puffs?"
USENOW3,"Do you currently use chewing tobacco, snuff, or snus every day, some days, or not at all?"
ALCDAY5,"During the past 30 days, how many days per week or per month did you have at least"
AVEDRNK2,"One drink is equivalent to a 12-ounce beer, a 5-ounce glass of wine, or a drink with one"
DRNK3GE5,"Considering all types of alcoholic beverages, how many times during the past 30 days did"
MAXDRNKS,"During the past 30 days, what is the largest number of drinks you had on any occasion?"
FLUSHOT6,"During the past 12 months, have you had either a flu shot or a flu vaccine that was"
FLSHTMY2,During what month and year did you receive your most recent flu shot injected into your
IMFVPLAC,At what kind of place did you get your last flu shot or vaccine?
PNEUVAC4,Have you ever had a pneumonia shot also known as a pneumococcal vaccine?
FALL12MN,"In the past 12 months, how many times have you fallen?"
FALLINJ3,Did this fall cause an injury? How many of these falls caused an injury that limited your regular activities for at least a day?
SEATBELT,How often do you use seat belts when you drive or ride in a car? Would you say—
DRNKDRI2,"During the past 30 days, how many times have you driven when you’ve had perhaps too"
HADMAM,Have you ever had a mammogram?
HOWLONG,How long has it been since you had your last mammogram?
HADPAP2,Have you ever had a Pap test?
LASTPAP2,How long has it been since you had your last Pap test?
HPVTEST,An H.P.V. test is sometimes given with the Pap test for cervical cancer screening. Have you ever had an H.P.V. test?
HPLSTTST,How long has it been since you had your last H.P.V. test?
HADHYST2,Have you had a hysterectomy?
PCPSAAD3,"Has a doctor, nurse, or other health professional ever talked with you about the advantages of the Prostate-"
PCPSADI1,"Has a doctor, nurse, or other health professional EVER talked with you about the"
PCPSARE1,"Has a doctor, nurse, or other health professional EVER recommended that you have a"
PSATEST1,Have you EVER HAD a P.S.A. test?
PSATIME,How long has it been since you had your last P.S.A. test?
PCPSARS1,What was the MAIN reason you had this P.S.A. test – was it …?
BLDSTOOL,A blood stool test is a test that may use a special kit at home to determine whether the
LSTBLDS3,How long has it been since you had your last blood stool test using a home kit?
HADSIGM3,Sigmoidoscopy and colonoscopy are exams in which a tube is inserted in the rectum to
HADSGCO1,"For a SIGMOIDOSCOPY, a flexible tube is inserted into the rectum to look for problems."
LASTSIG3,How long has it been since you had your last sigmoidoscopy or colonoscopy?
HIVTST6,Have you ever been tested for HIV? Do not count tests you may have had as part of a
HIVTSTD3,"Not including blood donations, in what month and year was your last HIV test?"
HIVRISK5,"I am going to read you a list. When I am done, please tell me if any of the situations apply to you. You do not need to tell me"
PDIABTST,Have you had a test for high blood sugar or diabetes within the past three years?
PREDIAB1,Have you ever been told by a doctor or other health professional that you have pre-
INSULIN,Are you now taking insulin?
BLDSUGAR,About how often do you check your blood for glucose or sugar?
FEETCHK3,Description not found
DOCTDIAB,"About how many times in the past 12 months have you seen a doctor, nurse, or other"
CHKHEMO3,". About how many times in the past 12 months has a doctor, nurse, or other"
FEETCHK,About how many times in the past 12 months has a health professional checked your feet
EYEEXAM1,"When was the last time you had an eye exam in which the pupils were dilated, making you temporarily sensitive"
DIABEYE,Has a doctor ever told you that diabetes has affected your eyes or that you had
DIABEDU,Have you ever taken a course or class in how to manage your diabetes yourself?
MEDICARE,Do you have Medicare? (Medicare is a coverage plan for people 65 or over and for certain disabled people.)
HLTHCVR1,What is the primary source of your health care coverage? Is it…
DELAYME1,"Other than cost, have you delayed getting medical care for one of the following reasons in the past 12 months?"
DLYOTHER,Delayed Getting Medical Care Other Response
NOCOV121,In the PAST 12 MONTHS was there any time when you did NOT have ANY health insurance or coverage?
LSTCOVRG,About how long has it been since you last had health care coverage?
DRVISITS,"How many times have you been to a doctor, nurse, or other health professional in the past 12 months?"
MEDSCOS1,"Not including over-the-counter (OTC) medications, was there a time in the past 12 months when you did not"
CARERCVD,"In general, how satisfied are you with the health care you received? Would you say—"
MEDBILL1,Do you currently have any health care bills that are being paid off over time? (This could include medical bills being paid
CIMEMLOS,"During the past 12 months, have you experienced confusion or memory loss that is happening more often or is"
CDHOUSE,"During the past 12 months, as a result of confusion or memory loss, how often have you given up day-to-day"
CDASSIST,"As a result of confusion or memory loss, how often do you need assistance with these day-to-day activities?"
CDHELP,"When you need help with these day-to-day activities, how often are you able to get the help that you need?"
CDSOCIAL,"During the past 12 months, how often has confusion or memory loss interfered with your ability to work,"
CDDISCUS,Have you or anyone else discussed your confusion or memory loss with a health care professional?
CAREGIV1,"During the past 30 days, did you provide regular care or assistance to a friend or family member who has a"
CRGVREL2,What is his/her relationship to you?
CRGVLNG1,For how long have you provided care for that person? Would you
CRGVHRS1,"In an average week, how many hours do you provide care or assistance? Would you"
CRGVPRB2,"What is the main health problem, long-term illness, or disability that the person you care for has?"
CRGVPERS,"In the past 30 days, did you provide care for this person by…"
CRGVHOUS,"In the past 30 days, did you provide care for this person by…"
CRGVMST3,"Of the following support services, which one do you, as a caregiver, most need that you are not currently getting?"
CRGVEXPT,"In the next 2 years, do you expect to provide care or assistance to a friend or family member who has a health"
ECIGARET,"Have you ever used an e-cigarette or other electronic vaping product, even just one time, in your entire life?"
ECIGNOW,"Do you now use e-cigarettes or other electronic vaping products every day, some days, or not at all?"
MARIJAN1,Description not found
USEMRJN2,"During the past 30 days, which one of the following ways did you use marijuana the most often? Did you"
RSNMRJN1,"When you used marijuana or cannabis during the past 30 days, was it usually:"
ADSLEEP,"Over the last 2 weeks, how many days have you had trouble falling asleep or staying asleep or sleeping too much?"
SLEPDAY1,"Over the last 2 weeks, how many days did you unintentionally fall asleep during the day?"
SLEPSNO2,Have you ever been told that you snore loudly?
SLEPBRTH,Has anyone ever observed that you stop breathing during your sleep?
ADPLEAS1,Description not found
ADDOWN1,Description not found
FEELNERV,Description not found
STOPWORY,Description not found
COPDCOGH,"During the past 3 months, did you have a cough on most days?"
COPDFLEM,"During the past 3 months, did you cough up phlegm [FLEM] or mucus on most days?"
COPDBRTH,Do you have shortness of breath either when hurrying on level ground or when walking up a slight hill or stairs?
COPDBTST,Have you ever been given a breathing test to diagnose breathing problems?
COPDSMOK,"Over your lifetime, how many years have you smoked tobacco products?"
INDORTAN,"Not including spray-on tans, during the past 12 months, how many times have you used an indoor tanning"
NUMBURN3,"During the past 12 months, how many times have you had a sunburn?"
SUNPRTCT,"When you go outside on a warm sunny day for more than one hour, how often do you protect yourself from the"
WKDAYOUT,"On weekdays, in the summer, how long are you outside per day between 10am and 4pm?"
WKENDOUT,"On weekends in the summer, how long are you outside each day between 10am and 4pm?"
LCSFIRST,How old were you when you first started to smoke cigarettes regularly
LCSLAST,How old were you when you last smoked cigarettes regularly?
LCSNUMCG,"On average, when you smoke/smoked regularly, about how many cigarettes do/did you usually smoke each day?"
LCSCTSCN,"In the last 12 months, did you have a CT or CAT scan?"
CNCRDIFF,How many different types of cancer have you had?
CNCRAGE,"At what age were you told that you had cancer? (If Response = 2 (Two) or 3 (Three or more), ask: “At what age"
CNCRTYP1,"What type of cancer was it? (If Response = 2 (Two) or 3 (Three or more), ask: “With your most recent diagnoses"
CSRVTRT2,"Are you currently receiving treatment for cancer? [By treatment, we mean surgery, radiation therapy,"
CSRVDOC1,What type of doctor provides the majority of your health care?
CSRVSUM,"Did any doctor, nurse, or other health professional ever give you a written summary of all the cancer treatments"
CSRVRTRN,"Have you ever received instructions from a doctor, nurse, or other health professional about where you should"
CSRVINST,Were these instructions written down or printed on paper for you?
CSRVINSR,"With your most recent diagnosis of cancer, did you have health insurance that paid for all or part of your cancer"
CSRVDEIN,Were you ever denied health insurance or life insurance coverage because of your cancer?
CSRVCLIN,Did you participate in a clinical trial as part of your cancer treatment?
CSRVPAIN,Do you currently have physical pain caused by your cancer or cancer treatment?
CSRVCTL1,Is your pain currently under control?
PCPSADE1,Which of the following best describes the decision to have the P.S.A. test done?
PCDMDEC1,Description not found
PROFEXAM,"A clinical breast exam is when a doctor, nurse, or other health professional feels the breast for lumps. Have you"
LENGEXAM,How long has it been since your last breast exam?
HPVADVC2,"Have you ever had the H.P.V. vaccination? (Human Papilloma Virus (Human Pap•uh•loh•muh Virus), Gardasil"
HPVADSHT,How many HPV shots did you receive?
TETANUS1,"Have you received a tetanus shot in the past 10 years? (If yes, ask: “Was this Tdap, the tetanus shot that also has"
SHINGLE2,Have you ever had the shingles or zoster vaccine?
TYPEWORK,"What kind of work do you do? [(for example, registered nurse, janitor, cashier, auto mechanic)]"
TYPEINDS,"What kind of business or industry do you work in? [(for example, hospital, elementary school, clothing"
SOMALE,Which of the following best represents how you think of yourself?
SOFEMALE,Which of the following best represents how you think of yourself?
TRNSGNDR,"Do you consider yourself to be transgender? (If yes, ask “Do you consider yourself to be male-to-female, female-to-"
RCSBIRTH,What is the birth month and year of the “Xth” child?
RCSGENDR,Is the child a boy or a girl?
RCHISLA1,"Is the child Hispanic, Latino/a, or Spanish origin?"
RCSRACE1,Which one or more of the following would you say is the race of the child? (If 40 (Asian) or 50 (Pacific Islander) is
RCSBRAC2,Which one of these groups would you say best represents the child´s race? (If 40 (Asian) or 50 (Pacific Islander)
RCSRLTN2,How are you related to the child? Are you a…
CASTHDX2,"Has a doctor, nurse or other health professional EVER said that the child has asthma?"
CASTHNO2,Does the child still have asthma?
CALLBACK,"[INTERVIEWER, SAY IF NECESSARY: I understand your time is valuable and you may"
ADLTCHLD,Which person in the household was selected as the focus of the asthma call-back?
CALLBCKZ,We would like to call you again to talk in more detail about your experiences with Zika. The information will be used to help
ADHISPA,Adult Hispanic response
CHHISPA,Child Hispanic response
QSTVER,Questionnaire Version Identifier
QSTLANG,Language identifier
CATI_RN,Description not found
CATI_RG,Description not found
CATI_SR,Description not found
CPCOUNTY,Cell Phone County Name
OH1_1,What is the PRIMARY source of your health care coverage? Is it …
OH1_2,In the PAST 12 MONTHS was there any time when you did NOT have ANY health
OH1_3,About how long has it been since you last had health care coverage?
OH2_1,Has your child ever been prescribed an antibiotic?
OH2_2,Have you ever asked a healthcare provider to prescribe an antibiotic for your child when
OH2_3,"Have you ever stopped giving your child antibiotics once your child felt better, rather than"
OH2_4,"Have you ever stored your child’s unused antibiotics for a potential, future illness?"
OH2_5,Have you ever shared your child’s unused antibiotics with someone else (such as a
OH2_6,Have you ever received a watchful waiting recommendation from a healthcare provider
OH2_7,"If your healthcare provider gave you a watchful waiting recommendation, for your child’s"
OH2_8,How likely would you be to follow the watchful waiting recommendation?
OH3_1,Has your Xth [CATI: fill in correct number] child ever played or participated in
OH3_2,How many times has your Xth [CATI: fill in correct number] child ever received an
OH3_3,When did the most recent incident occur?
OH3_4,Did the most recent incident occur..
OH3_5,In what type of sport was the child playing or participating?
OH3_6,"Was the child removed from play for the day by an adult, such as a coach or trainer?"
OH3_7,Was the child immediately taken to an emergency room or urgent care center?
OH3_8,"Was the child checked out later for this injury by a health care professional (e.g., doctor,"
OH3_9,"To your knowledge, does Ohio have a law that requires children in school athletics and"
OH3_10,Description not found
OH4_1,"In the past year, did you use any pain medications that were prescribed to you by a"
OH4_2,"The last time you filled a prescription for pain medication, did you use any of the pain"
OH4_3,"The last time you filled a prescription for pain medication, was there any medication"
OH4_4,What did you do with the leftover prescription pain medication?
OH4_5,"In the past year, did you use prescription pain medication that was NOT prescribed to"
OH4_6,"The last time you used prescription pain medication not prescribed to you, how did you"
OH4_7,Have you ever heard of this medication?
OH4_8,"Are you aware that in Ohio, anyone can legally obtain, carry, and administer Naloxone?"
OH4_9,Have you ever obtained Naloxone to use if someone overdoses on prescription pain
OH4_10,Have you used Naloxone on someone else to reverse a suspected overdose?
OH5_1,"During the past 30 days, how often did you drink regular soda or pop that contains"
OH5_2,"During the past 30 days, how often did you drink sugar-sweetened fruit drinks, such as"
OH6_1,When was the last time you had your eyes examined by any doctor or eye care provider?
OH6_2,What is the main reason you have not visited an eye care professional in the past 12
OH6_3,Do you have any kind of health insurance coverage for eye care?
OH7_1,"In your lifetime, have you ever been hospitalized or treated in an emergency room"
OH7_2,"In your lifetime, have you ever injured your head or neck in a car accident or from a crash"
OH7_3,"In your lifetime, have you ever injured your head or neck in a fall or from being hit by"
OH7_4,"In your lifetime, have you ever injured your head or neck in a fight, from being hit by"
OH7_5,"In your lifetime, have you ever been nearby when an explosion or a blast occurred? Think"
OH7_6,Were you ever KNOCKED OUT or did you LOSE CONSCIOUSNESS from any of the
OH7_7,What was the LONGEST TIME you were knocked out or unconscious?
OH7_8,How old were you THE FIRST TIME you were knocked out or lost consciousness?
OH7_9,How old were you the last time you were knocked out or lost consciousness? If you were
OH7_10,"If you were not knocked out by any of these injuries, did any of them cause you to be"
OH7_11,"Have you ever had a period of time in which you experienced MULTIPLE, REPEATED"
OH8_1,"Do you currently use other tobacco products every day, some days, or not at all?"
OH8_2,"Do you now smoke cigars every day, some days, or not at all? Please DO NOT include"
OH8_3,"Do you now smoke little cigars or cigarillos, such as Black and Mild’s, every day, some"
OH8_4,"Do you now smoke a water pipe or hookah every day, some days, or not at all? DO NOT"
OH8_5,"Do you now smoke “roll your own” tobacco every day, some days, or not at all?"
OH8_6,"Do you now use any flavored e-cigarette or tobacco products every day, some days, or"
OH9_1,"In the last 7 days, have you been exposed to vapor from someone who was using an e-"
OH9_2,"In the last 7 days, have you been exposed to secondhand smoke from someone who was"
OH9_3a,Description not found
OH9_3b,Description not found
OH9_3c,Description not found
OH9_3d,Description not found
OH9_3e,Description not found
OH9_3f,Description not found
OH9_3g,Description not found
OH9_3h,Description not found
OH9_4,"Thinking now about your home, which best describes the building you live in?"
OH9_5,Is your building owned by a public housing authority?
OH9_6,Do you receive any government rental assistance? This could include paying a lower rent
OH10_1,About how old were you the first time you smoked part or all of a cigarette?
OH10_2,About how old were you when you first started smoking cigarettes fairly regularly?
OH10_3,"On average, about how many cigarettes a day do you now smoke?"
OH10_4,"During the past 12 months, did any doctor, nurse, or other health professional ask if you"
OH10_5,"During the past 12 months, did any doctor, nurse, or other health professional advise you"
OH10_6,"During the past 12 months, did any doctor, nurse, or other health professional"
OH10_7,"During the past 12 months, did any doctor, nurse, or other health professional discuss"
OH10_8,Have you ever used a medication to assist you with quitting smoking cigarettes?
OH10_9,Have you ever used methods and strategies other than medications to assist you with
OH10_10,Have you ever tried using an e-cigarette or other electronic vaping product because you
OH10_11,A telephone quitline is a free telephone-based service that connects people who use
OH10_12,"During the past 30 days, have you heard or seen any advertisement for the Ohio"
OH10_13,"During the past 30 days, about how often have you seen or heard commercials on tv, the"
OH10_14,"During the past 30 days, about how often have you seen or heard commercials on tv, the"
OH10_15,"During the past 30 days, about how often have you seen or heard commercials on tv, the"
OH10_16,Which statement best describes the rules about smoking inside your home? Do not
OH10_17,Does the building you live in have a smoke free policy in place that says no one can
OH10_18,Description not found
OH10_19,How would you rate your approval of the law?
OH10_20,"If you witnessed a violation of the Smoke Free Ohio law, how likely would you be to"
OH10_21,Tobacco use by adults should not be allowed on school grounds or at any school events.
OH10_22,Tobacco use should not be allowed on college or university campuses or at any college-
OH10_23,Smoking should not be allowed in multi-unit housing residences or any living quarters
OH10_24,Smoking should not be allowed in outdoor public spaces. Do you…
OH10_25,Tobacco use of any kind should not be allowed in outdoor public spaces. Do you…
OH10_26,E-cigarettes and other electronic vaping products should be treated the same as regular
OH10_27,The minimum age to buy tobacco products should be raised from 18 to 21 years. Do
OH10_28,Does your health care coverage pay for smoking cessation services?
EOR,End of Data-Submission Record Marker
_URBNRRL,NCHS Urban-Rural Classification
_METSTAT,Metropolitan Status
_URBSTAT,Urban/Rural Status
_MSACODE,FIPS Metropolitan Statistical Area Code
MSCODE,Metropolitan Status Code
_STSTR,Sample Design Stratification Variable (Prior to 2011: _STSTR is a five digit number that combines the values for
_STRWT,Stratum weight (Number of records in a stratum (NRECSTR) divided by the number of records selected (NRECSEL).)
_RAW,Raw weighting factor (Number of adults in the household (NUMADULT) divided by the imputed number of
_WT2,Design weight (Stratum weight (_STRWT) multiplied by the raw weighting factor (_RAW).)
_RAWRAKE,"Raw weighting factor used in raking (Number of adults in the household (NUMADULT, maximum of 5) divided by"
_WT2RAKE,Design weight used in raking (Stratum weight (_STRWT) multiplied by the raw weighting factor (_RAWRAKE).)
_REGION,"Geographic region within a state, imputed from CTYCODE, _IMPCTY, or _GEOSTR"
_IMPSEX,"Imputed gender (This value is the reported gender or an imputed gender, if the respondent refused to give their"
_IMPAGE,"Imputed age used in post-stratification (This value is the reported age or an imputed age, if the respondent refused to give an"
_IMPRACE,"Imputed race/ethnicity value (This value is the reported race/ethnicity or an imputed race/ethnicity, if the respondent refused"
_IMPNPH,Imputed number of phones used in weighting
_IMPCTY,Imputed County
_IMPEDUC,"Imputed Education Level (This value is the reported education level or an imputed education level, if the respondent refused"
_IMPMRTL,"Imputed Marital Status (This value is the reported marital status or an imputed marital status, if the respondent refused to"
_IMPHOME,"Imputed Own or Rent Home (This value is the reported tenure (rent or own home) or an imputed tenure, if the respondent"
O_STATE,Original state that collected the cell phone data
_CHISPNC,"Child Hispanic, Latino/a, or Spanish origin calculated variable"
CRACORG1,"RCSRACE1 with 77, 88, 80, 99s removed"
CRACASC1,CRACORG1 with responses in ascending order
_CRACE1,Child multiracial race categorization
_CPRACE,Preferred Child Race Categories
_IMPCAGE,Imputed Child Age
_IMPCRAC,Imputed Child Race/Ethnicity
_IMPCSEX,Imputed Child Gender
_RAWCH,Raw child weighting factor (Number of children in the household (CHILDREN) divided by the imputed number of
_WT2CH,Child design weight (Child stratum weight (_STRWT) multiplied by the raw weighting factor (_RAWCH).)
CHILDAGE,Child Age (in months)
_CLCPM01,Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCPM02,Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCPM03,Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCPM04,Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCPM05,Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLLCPWT,Final child weight: Land-line and Cell-Phone data (Raking derived weight)
_CLCM1V1,Version 1 Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCM2V1,Version 1 Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCM3V1,Version 1 Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCM4V1,Version 1 Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCM5V1,Version 1 Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLCWTV1,Version 1 child weight: Land-line and Cell-Phone data
_CLCM1V2,Version 2 Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCM2V2,Version 2 Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCM3V2,Version 2 Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCM4V2,Version 2 Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCM5V2,Version 2 Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLCWTV2,Version 2 child weight: Land-line and Cell-Phone data
_CLCM1V3,Version 3 Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCM2V3,Version 3 Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCM3V3,Version 3 Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCM4V3,Version 3 Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCM5V3,Version 3 Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLCWTV3,Version 3 child weight: Land-line and Cell-Phone data
ORGSEQNO,Original State and Original Sequence Number
_DUALUSE,Dual Phone Use Categories
_DUALCOR,Dual phone use correction factor
_LLCPWT2,Truncated design weight used in adult combined land line and cell phone raking
_LLCPM01,Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LLCPM02,Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LLCPM03,Combined Land-Line and Cell-Phone Third Margin (Education)
_LLCPM04,Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LLCPM05,Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LLCPM06,Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LLCPM07,Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
_LLCPM08,Combined Land-Line and Cell-Phone Eighth Margin (Telephone Source)
_LLCPM09,Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LLCPM10,Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LLCPM11,Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LLCPM12,Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LLCPM13,Combined Land-Line and Cell-Phone Thirteenth Margin (Counties)
_LLCPM14,Combined Land-Line and Cell-Phone Fourteenth Margin (Counties-Race/Ethnicity)
_LLCPM15,Combined Land-Line and Cell-Phone Fifteenth Margin (Counties-Age)
_LLCPM16,Combined Land-Line and Cell-Phone Sixteenth Margin (Counties-Sex)
_LLCPWT,Final weight assigned to each respondent: Land-line and cell-phone data (Raking derived weight)
_LCM01V1,Version 1 Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LCM02V1,Version 1 Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LCM03V1,Version 1 Combined Land-Line and Cell-Phone Third Margin (Education)
_LCM04V1,Version 1 Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LCM05V1,Version 1 Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LCM06V1,Version 1 Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LCM07V1,Version 1 Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
_LCM08V1,Version 1 Combined Land-Line and Cell-Phone Eighth Margin (Telephone Source)
_LCM09V1,Version 1 Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LCM10V1,Version 1 Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LCM11V1,Version 1 Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LCM12V1,Version 1 Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LCPWTV1,Version 1 weight assigned to each respondent: Land-line and cell-phone data
_LCM01V2,Version 2 Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LCM02V2,Version 2 Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LCM03V2,Version 2 Combined Land-Line and Cell-Phone Third Margin (Education)
_LCM04V2,Version 2 Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LCM05V2,Version 2 Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LCM06V2,Version 2 Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LCM07V2,Version 2 Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
