column_name,description
ZIPCODE1,What is the ZIP Code where you currently live?
NUMHHOL2,Do you have more than one telephone number in your household? Do not include
NUMPHON2,How many of these telephone numbers are residential numbers?
CPDEMO1,Do you have a cell phone for personal use? Please include cell phones used for both
VETERAN3,"Have you ever served on active duty in the United States Armed Forces, either in"
EMPLOY1,Are you currently…?
CHILDREN,How many children less than 18 years of age live in your household?
INCOME2,Is your annual household income from all sources—
INTERNET,Have you used the internet in the past 30 days?
WEIGHT2,About how much do you weigh without shoes?
HEIGHT3,About how tall are you without shoes?
PREGNANT,"To your knowledge, are you now pregnant?"
DEAF,Are you deaf or do you have serious difficulty hearing?
BLIND,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?"
DECIDE,"Because of a physical, mental, or emotional condition, do you have serious difficulty"
DIFFWALK,Do you have serious difficulty walking or climbing stairs?
DIFFDRES,Do you have difficulty dressing or bathing?
DIFFALON,"Because of a physical, mental, or emotional condition, do you have difficulty doing"
SMOKE100,Have you smoked at least 100 cigarettes in your entire life?
SMOKDAY2,"Do you now smoke cigarettes every day, some days, or not at all?"
STOPSMK2,"During the past 12 months, have you stopped smoking for one day or longer because"
LASTSMK2,"How long has it been since you last smoked a cigarette, even one or two puffs?"
USENOW3,"Do you currently use chewing tobacco, snuff, or snus every day, some days, or not at all?"
ECIGARET,"Have you ever used an e-cigarette or other electronic “vaping” product, even just one time, in your entire life?"
ECIGNOW,"Do you now use e-cigarettes or other electronic “vaping” products every day, some days, or not at all?"
ALCDAY5,"During the past 30 days, how many days per week or per month did you have at least"
AVEDRNK2,"One drink is equivalent to a 12-ounce beer, a 5-ounce glass of wine, or a drink with one"
DRNK3GE5,"Considering all types of alcoholic beverages, how many times during the past 30 days did"
MAXDRNKS,"During the past 30 days, what is the largest number of drinks you had on any occasion?"
FLUSHOT6,"During the past 12 months, have you had either a flu shot or a flu vaccine that was"
FLSHTMY2,During what month and year did you receive your most recent flu shot injected into your
PNEUVAC3,A pneumonia shot or pneumococcal vaccine is usually given only once or twice in a
TETANUS,"Since 2005, have you had a tetanus shot?"
FALL12MN,"In the past 12 months, how many times have you fallen?"
FALLINJ2,[Fill in “Did this fall (from FALL12MN) cause an injury?”]. If only one fall from
SEATBELT,How often do you use seat belts when you drive or ride in a car? Would you say—
DRNKDRI2,"During the past 30 days, how many times have you driven when you’ve had perhaps too"
HADMAM,A mammogram is an x-ray of each breast to look for breast cancer. Have you ever had a
HOWLONG,How long has it been since you had your last mammogram?
HADPAP2,A Pap test is a test for cancer of the cervix. Have you ever had a Pap test?
LASTPAP2,How long has it been since you had your last Pap test?
HPVTEST,An HPV test is sometimes given with the Pap test for cervical cancer screening. Have you ever had an HPV test?
HPLSTTST,How long has it been since you had your last HPV test?
HADHYST2,Have you had a hysterectomy?
PCPSAAD2,"Has a doctor, nurse, or other health professional EVER talked with you about the advantages of the PSA test?"
PCPSADI1,"Has a doctor, nurse, or other health professional EVER talked with you about the"
PCPSARE1,"Has a doctor, nurse, or other health professional EVER recommended that you have a"
PSATEST1,Have you EVER HAD a PSA test?
PSATIME,How long has it been since you had your last PSA test?
PCPSARS1,What was the MAIN reason you had this PSA test – was it …?
BLDSTOOL,A blood stool test is a test that may use a special kit at home to determine whether the
LSTBLDS3,How long has it been since you had your last blood stool test using a home kit?
HADSIGM3,Sigmoidoscopy and colonoscopy are exams in which a tube is inserted in the rectum to
HADSGCO1,"For a SIGMOIDOSCOPY, a flexible tube is inserted into the rectum to look for problems."
LASTSIG3,How long has it been since you had your last sigmoidoscopy or colonoscopy?
HIVTST6,"Not counting tests you may have had as part of a blood donation, have you ever been"
HIVTSTD3,"Not including blood donations, in what month and year was your last HIV test?"
HIVRISK4,"I am going to read you a list. When I am done, please tell me if any of the situations apply to you. You do not need to tell me"
PDIABTST,Have you had a test for high blood sugar or diabetes within the past three years?
PREDIAB1,Have you ever been told by a doctor or other health professional that you have pre-
INSULIN,Are you now taking insulin?
BLDSUGAR,About how often do you check your blood for glucose or sugar? Include times when
FEETCHK2,About how often do you check your feet for any sores or irritations? Include times when
DOCTDIAB,"About how many times in the past 12 months have you seen a doctor, nurse, or other"
CHKHEMO3,"A test for ""A one C"" measures the average level of blood sugar over the past three"
FEETCHK,About how many times in the past 12 months has a health professional checked your feet
EYEEXAM,When was the last time you had an eye exam in which the pupils were dilated? This
DIABEYE,Has a doctor ever told you that diabetes has affected your eyes or that you had
DIABEDU,Have you ever taken a course or class in how to manage your diabetes yourself?
PAINACT2,"During the past 30 days, for about how many days did pain make it hard for you to do your usual activities, such as self-"
QLMENTL2,"During the past 30 days, for about how may days have you felt sad, blue, or depressed?"
QLSTRES2,"During the past 30 days, for about how many days have you felt worried, tense, or anxious?"
QLHLTH2,"During the past 30 days, for about how many days have you felt very healthy and full of energy?"
MEDICARE,Do you have Medicare? (Medicare is a coverage plan for people 65 or over and for certain disabled people.)
HLTHCVR1,What is the primary source of your health care coverage? Is it…
DELAYMED,Have you delayed getting needed medical care for any of the following reasons in the past 12 months? Select the
DLYOTHER,Delayed Getting Medical Care Other Response
NOCOV121,In the PAST 12 MONTHS was there any time when you did NOT have ANY health insurance or coverage?
LSTCOVRG,About how long has it been since you last had health care coverage?
DRVISITS,"How many times have you been to a doctor, nurse, or other health professional in the past 12 months?"
MEDSCOST,Was there a time in the past 12 months when you did not take your medication as prescribed because of cost?
CARERCVD,"In general, how satisfied are you with the health care you received? Would you say—"
MEDBILL1,Do you currently have any health care bills that are being paid off over time? (This could include medical bills being paid
MEDADVIC,How difficult is it for you to get advice or information about health or medical topics if you need it?
UNDRSTND,"How difficult is it for you to understand information that doctors, nurses and other health professionals tell you?"
WRITTEN,"In general, how difficult is it for you to understand written health information?"
CAREGIV1,"During the past 30 days, did you provide regular care or assistance to a friend or family member who has a"
CRGVREL1,What is his or her relationship to you?
CRGVLNG1,For how long have you provided care for that person? Would you
CRGVHRS1,"In an average week, how many hours do you provide care or assistance? Would you"
CRGVPRB2,"What is the main health problem, long-term illness, or disability that the person you care for has?"
CRGVPERS,"In the past 30 days, did you provide care for this person by…"
CRGVHOUS,"In the past 30 days, did you provide care for this person by…"
CRGVMST2,"Of the following support services, which one do YOU most need, that you are not"
CRGVEXPT,"In the next 2 years, do you expect to provide care or assistance to a friend or family member who has a health"
CIMEMLOS,"During the past 12 months, have you experienced confusion or memory loss that is happening more often or is"
CDHOUSE,"During the past 12 months, as a result of confusion or memory loss, how often have you given up day-to-day"
CDASSIST,"As a result of confusion or memory loss, how often do you need assistance with these day-to-day activities?"
CDHELP,"When you need help with these day-to-day activities, how often are you able to get the help that you need?"
CDSOCIAL,"During the past 12 months, how often has confusion or memory loss interfered with your ability to work,"
CDDISCUS,Have you or anyone else discussed your confusion or memory loss with a health care professional?
SSBSUGR2,"During the past 30 days, how often did you drink regular soda or pop that contains sugar? Do not include diet"
SSBFRUT2,"During the past 30 days, how often did you drink sugar-sweetened fruit drinks (such as Kool-aid and lemonade), sweet tea,"
CALRINFO,"When calorie information is available in the restaurant, how often does this information help you decide what to order?"
MARIJANA,"During the past 30 days, on how many days did you use marijuana or hashish?"
USEMRJNA,"During the past 30 days, how did you use marijuana? [Please tell me all that apply. Did you….]"
ADSLEEP,"Over the last 2 weeks, how many days have you had trouble falling asleep or staying asleep or sleeping too much?"
SLEPDAY1,"Over the last 2 weeks, how many days did you unintentionally fall asleep during the day?"
SLEPSNO1,Have you ever been told that you snore loudly? (If the respondent indicates that their spouse or someone told him/
SLEPBRTH,Has anyone ever observed that you stop breathing during your sleep?
ASTHMAGE,"How old were you when you were first told by a doctor, nurse or other health professional that you had asthma?"
ASATTACK,"During the past 12 months, have you had an episode of asthma or an asthma attack?"
ASERVIST,"During the past 12 months, how many times did you visit an emergency room or urgent care center because of your asthma?"
ASDRVIST,"During the past 12 months, how many times did you see a doctor, nurse or other health professional for urgent"
ASRCHKUP,"During the past 12 months, how many times did you see a doctor, nurse, or other health professional for a"
ASACTLIM,"During the past 12 months, how many days were you unable to work or carry out your usual activities because of"
ASYMPTOM,"Symptoms of asthma include cough, wheezing, shortness of breath, chest tightness and phlegm production when you don´t"
ASNOSLEP,"During the past 30 days, how many days did symptoms of asthma make it difficult for you to stay asleep? Would you say—"
ASTHMED3,"During the past 30 days, how many days did you take a prescription asthma medication to PREVENT an asthma"
ASINHALR,"During the past 30 days, how often did you use a prescription asthma inhaler DURING AN ASTHMA ATTACK to stop it?"
IMFVPLAC,At what kind of place did you get your last flu shot/vaccine?
HPVADVC2,"Have you ever had the HPV vaccination? (Human Papilloma Virus (Human Pap•uh•loh•muh Virus), Gardasil"
HPVADSHT,How many HPV shots did you receive?
SHINGLE2,Have you ever had the shingles or zoster vaccine?
NUMBURN2,"In the past 12 months, how many times did you have a red OR painful sunburn that lasted a day or more?"
CNCRDIFF,How many different types of cancer have you had?
CNCRAGE,"At what age were you told that you had cancer? (If Response = 2 (Two) or 3 (Three or more), ask: “At what age"
CNCRTYP1,"What type of cancer was it? (If Response = 2 (Two) or 3 (Three or more), ask: “With your most recent diagnoses"
CSRVTRT1,"Are you currently receiving treatment for cancer? By treatment, we mean surgery, radiation therapy,"
CSRVDOC1,What type of doctor provides the majority of your health care?
CSRVSUM,"Did any doctor, nurse, or other health professional EVER give you a written summary of all the cancer treatments"
CSRVRTRN,"Have you EVER received instructions from a doctor, nurse, or other health professional about where you should"
CSRVINST,Were these instructions written down or printed on paper for you?
CSRVINSR,"With your most recent diagnosis of cancer, did you have health insurance that paid for all or part of your cancer"
CSRVDEIN,Were you EVER denied health insurance or life insurance coverage because of your cancer?
CSRVCLIN,Did you participate in a clinical trial as part of your cancer treatment?
CSRVPAIN,Do you currently have physical pain caused by your cancer or cancer treatment?
CSRVCTL1,Is your pain currently under control?
PROFEXAM,"A clinical breast exam is when a doctor, nurse, or other health professional feels the breast for lumps. Have you"
LENGEXAM,How long has it been since your last breast exam?
PCPSADE1,Which of the following best describes the decision to have the PSA test done?
PCDMDECN,Who made the decision with you? (Mark all that apply)
TYPEWORK,"What kind of work do/did you do? [(for example, registered nurse, janitor, cashier, auto mechanic)]"
TYPEINDS,"What kind of business or industry do/did you work in? [(for example, hospital, elementary school, clothing"
SXORIENT,Do you consider yourself to be: (We ask this question in order to better understand the health and health care
TRNSGNDR,"Do you consider yourself to be transgender? (If yes, ask “Do you consider yourself to be male-to-female, female-to-"
RCSBIRTH,What is the birth month and year of the “Xth” child?
RCSGENDR,Is the child a boy or a girl?
RCHISLA1,"Is the child Hispanic, Latino/a, or Spanish origin?"
RCSRACE1,Which one or more of the following would you say is the race of the child? (If 40 (Asian) or 50 (Pacific Islander) is
RCSBRAC2,Which one of these groups would you say best represents the child’s race? (If 40 (Asian) or 50 (Pacific Islander)
RCSRLTN2,How are you related to the child?
CASTHDX2,"Has a doctor, nurse or other health professional EVER said that the child has asthma?"
CASTHNO2,Does the child still have asthma?
EMTSUPRT,How often do you get the social and emotional support you need?
LSATISFY,"In general, how satisfied are you with your life?"
QLACTLM2,"Are you limited in any way in any activities because of physical, mental, or emotional"
USEEQUIP,"Do you now have any health problem that requires you to use special equipment, such as"
CALLBACK,"[INTERVIEWER, SAY IF NECESSARY: I understand your time is valuable and you may"
ADLTCHLD,Which person in the household was selected as the focus of the asthma call-back?
ADHISPA,Adult Hispanic response
CHHISPA,Child Hispanic response
QSTVER,Questionnaire Version Identifier
QSTLANG,Language identifier
CATI_RN,Description not found
CATI_RG,Description not found
CATI_SR,Description not found
CPCOUNTY,Cell Phone County Name
PFPPRVN1,Did you or your partner do anything the last time you had sex to keep you from getting pregnant?
TYPCNTR7,What did you or your partner do the last time you had sex to keep you from getting pregnant?
NOBCUSE6,What was your main reason for not doing anything the last time you had sex to keep you from getting pregnant?
PREG4549,"To your knowledge, are you now pregnant? (Only for female respondents aged 45-49)"
OH1_1,Description not found
OH1_2,Were you diagnosed with gestational diabetes within the past 10 years?
OH1_3a,Description not found
OH1_3b,Description not found
OH1_3c,Description not found
OH2_1,Has your Xth [CATI: fill in correct number] child ever played or participated in
OH2_2,How many times has your Xth [CATI: fill in correct number] child ever received an
OH2_3,Did the most recent incident occur
OH2_4,In what type of sport was the child playing or participating?
OH2_5,"Was the child removed from play for the day by an adult, such as a coach or trainer?"
OH2_6,Was the child immediately taken to an emergency room or urgent care center?
OH2_7,"Was the child checked out later for this injury by a health care professional (e.g., doctor,"
OH2_8,"To your knowledge, does Ohio have a law that requires children in school athletics and"
OH2_9,How did you become aware of the law?
OH3_1,"During the past year, how often has the “Xth” [CATI: fill in correct number] child worn"
OH3_2a,Your child doesn’t have a bicycle helmet?
OH3_2b,Helmets are unnecessary?
OH3_2c,You don’t require your child to wear a helmet at all times?
OH3_2d,Helmets cost too much?
OH3_2e,Most other children in your neighborhood do not wear helmets?
OH3_2f,Your child forgets to wear his/her helmet?
OH3_2g,Your child doesn’t like the way he/she looks when wearing a helmet?
OH3_2h,Your child thinks the helmet is uncomfortable?
OH3_3,Do you favor or oppose laws that require children younger than 18 years of age to wear a
OH4_1,Has your child ever received an eye exam because of the result of a vision screening?
OH4_2,If your child failed a vision screening would you go to the eye doctor for further
OH4_3,Has your child ever skipped or delayed getting a professional eye exam because they
OH5_1,Have you ever received an eye exam because of the results of a vision screening?
OH5_2,If you failed a vision screening would you go to the eye doctor for further evaluation?
OH5_3,Have you ever skipped or delayed getting a professional eye exam because you had a
EXERACT3,Earlier you indicated you participated in physical activities or exercises. What type of
EXEROFT1,How many times per week or per month did you take part in this activity during the past
EXERHMM1,"And when you took part in this activity, for how many minutes or hours did you usually"
EXERACT4,What other type of physical activity gave you the next most exercise during the past
EXEROFT2,How many times per week or per month did you take part in this activity during the past
EXERHMM2,"And when you took part in this activity, for how many minutes or hours did you usually"
EXOFTSTR,"During the past month, how many times per week or per month did you do physical"
OH7_1,"In your lifetime, have you ever been hospitalized or treated in an emergency room"
OH7_2,"In your lifetime, have you ever injured your head or neck in a car accident or from a crash"
OH7_3,"In your lifetime, have you ever injured your head or neck in a fall or from being hit by"
OH7_4,"In your lifetime, have you ever injured your head or neck in a fight, from being hit by"
OH7_5,"In your lifetime, have you ever been nearby when an explosion or a blast occurred? Think"
OH7_6,Were you ever KNOCKED OUT or did you LOSE CONSCIOUSNESS from any of the
OH7_7,What was the LONGEST TIME you were knocked out or unconscious?
OH7_8,How old were you THE FIRST TIME you were knocked out or lost consciousness?
OH7_9,How old were you the last time you were knocked out or lost consciousness? If you were
OH7_10,"If you were not knocked out by any of these injuries, did any of them cause you to be"
OH7_11,"Have you ever had a period of time in which you experienced MULTIPLE, REPEATED"
OH8_1,Do you think sudden confusion or trouble speaking are symptoms of a stroke?
OH8_2,"(Do you think) sudden numbness or weakness of face, arm, or leg, especially on one"
OH8_3,(Do you think) sudden trouble seeing in one or both eyes (is a symptom of a stroke?)
OH8_4,(Do you think) sudden chest pain or discomfort (are symptoms of a stroke?)
OH8_5,"(Do you think) sudden trouble walking, dizziness, or loss of balance (are symptoms of a"
OH8_6,(Do you think) severe headache with no known cause (is a symptom of a stroke?)
OH8_7,"If you thought someone was having a heart attack or a stroke, what is the first thing you"
OH9_1,"Do you currently use other tobacco products every day, some days, or not at all?"
OH10_1,"In the last 7 days, have you been exposed to vapor from someone who was using an e-"
OH10_2,"In the last 7 days, have you been exposed to secondhand smoke from someone who"
OH10_3a,Description not found
OH10_3b,Description not found
OH10_3c,Description not found
OH10_3d,Description not found
OH10_3e,Description not found
OH10_3f,Description not found
OH10_3g,Description not found
OH10_3h,Description not found
OH10_4,"Thinking now about your home, which best describes the building you live in?"
OH10_5,Is your building owned by a public housing authority?
OH10_6,Do you receive any government rental assistance? This could include paying a lower
OH11_1,About how old were you the first time you smoked part or all of a cigarette?
OH11_2,About how old were you when you first started smoking cigarettes fairly regularly?
OH11_3,Have you ever smoked daily for six months or more?
OH11_4,"On average, about how many cigarettes a day do you now smoke?"
OH11_5,"Do you now smoke cigars every day, some days, or not at all? Please DO NOT include"
OH11_6,"Do you now smoke little cigars or cigarillos, such as Black and Milds, every day, some"
OH11_7,"Do you now smoke a water pipe or hookah every day, some days, or not at all? DO NOT"
OH11_8,"Do you now smoke “roll your own” tobacco every day, some days, or not at all?"
OH11_9,"Do you now use any flavored e-cigarette or tobacco products every day, some days, or"
OH11_10,"During the past 12 months, did any doctor, nurse, or other health professional ask if you"
OH11_11,"During the past 12 months, did any doctor, nurse, or other health professional advise you"
OH11_12,"During the past 12 months, did any doctor, nurse, or other health professional discuss"
OH11_13,"During the past 12 months, did any doctor, nurse, or other health professional discuss"
OH11_14,Have you ever used a medication to assist you with quitting smoking cigarettes?
OH11_15,Have you ever used methods and strategies other than medications to assist you with
OH11_16,Have you ever tried using an e-cigarette or other electronic vaping product because you
OH11_17,Have you ever tried using a smokeless tobacco product because you thought it would
OH11_18,A telephone quitline is a free telephone-based service that connects people who use
OH11_19,"During the past 30 days, have you heard or seen any advertisement for the Ohio"
OH11_20,Which statement best describes the rules about smoking inside your home? Do not
OH11_21,Does the building you live in have a smoke free policy in place that says no one can
OH11_22,Description not found
OH11_23,"Within the past 12 months, has your employer offered any stop smoking program or any"
OH11_24,How would you rate your approval of the law?
OH11_25,"If you witnessed a violation of the Smoke Free Ohio law, how likely would you be to"
OH11_26,Tobacco use by adults should not be allowed on school grounds or at any school events.
OH11_27,Tobacco use should not be allowed on college or university campuses or at any college-
OH11_28,Smoking should not be allowed in multi-unit housing residences or any living quarters
OH11_29,Smoking should not be allowed in outdoor public spaces. Do you…
OH11_30,Tobacco use of any kind should not be allowed in outdoor public spaces. Do you…
OH11_31,E-cigarettes and other electronic vaping products should be treated the same as regular
OH11_32,The minimum age to buy tobacco products should be raised from 18 to 21 years. Do
OH11_33,Does your health care coverage pay for smoking cessation services?
EOR,End of Data-Submission Record Marker
_MSACODE,FIPS Metropolitan Statistical Area Code
MSCODE,Metropolitan Status Code
_STSTR,Sample Design Stratification Variable (Prior to 2011: _STSTR is a five digit number that combines the values for
_STRWT,Stratum weight (Number of records in a stratum (NRECSTR) divided by the number of records selected (NRECSEL).)
_RAW,Raw weighting factor (Number of adults in the household (NUMADULT) divided by the imputed number of
_WT2,Design weight (Stratum weight (_STRWT) multiplied by the raw weighting factor (_RAW).)
_RAWRAKE,"Raw weighting factor used in raking (Number of adults in the household (NUMADULT, maximum of 5) divided by"
_WT2RAKE,Design weight used in raking (Stratum weight (_STRWT) multiplied by the raw weighting factor (_RAWRAKE).)
_REGION,"Geographic region within a state, imputed from CTYCODE, _IMPCTY, or _GEOSTR"
_IMPSEX,"Imputed gender (This value is the reported gender or an imputed gender, if the respondent refused to give their"
_IMPAGE,"Imputed age used in post-stratification (This value is the reported age or an imputed age, if the respondent refused to give an"
_IMPRACE,"Imputed race/ethnicity value (This value is the reported race/ethnicity or an imputed race/ethnicity, if the respondent refused"
_IMPNPH,Imputed number of phones used in weighting
_IMPCTY,Imputed County
_IMPEDUC,"Imputed Education Level (This value is the reported education level or an imputed education level, if the respondent refused"
_IMPMRTL,"Imputed Marital Status (This value is the reported marital status or an imputed marital status, if the respondent refused to"
_IMPHOME,"Imputed Own or Rent Home (This value is the reported tenure (rent or own home) or an imputed tenure, if the respondent"
O_STATE,Original state that collected the cell phone data
_CHISPNC,"Child Hispanic, Latino/a, or Spanish origin calculated variable"
CRACORG1,"RCSRACE1 with 77, 88, 80, 99s removed"
CRACASC1,CRACORG1 with responses in ascending order
_CRACE1,Child multiracial race categorization
_CPRACE,Preferred Child Race Categories
_IMPCAGE,Imputed Child Age
_IMPCRAC,Imputed Child Race/Ethnicity
_IMPCSEX,Imputed Child Gender
_RAWCH,Raw child weighting factor (Number of children in the household (CHILDREN) divided by the imputed number of
_WT2CH,Child design weight (Child stratum weight (_STRWT) multiplied by the raw weighting factor (_RAWCH).)
CHILDAGE,Child Age (in months)
_CLCPM01,Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCPM02,Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCPM03,Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCPM04,Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCPM05,Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLLCPWT,Final child weight: Land-line and Cell-Phone data (Raking derived weight)
_CLCM1V1,Version 1 Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCM2V1,Version 1 Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCM3V1,Version 1 Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCM4V1,Version 1 Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCM5V1,Version 1 Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLCWTV1,Version 1 child weight: Land-line and Cell-Phone data
_CLCM1V2,Version 2 Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCM2V2,Version 2 Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCM3V2,Version 2 Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCM4V2,Version 2 Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCM5V2,Version 2 Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLCWTV2,Version 2 child weight: Land-line and Cell-Phone data
_CLCM1V3,Version 3 Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCM2V3,Version 3 Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCM3V3,Version 3 Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCM4V3,Version 3 Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCM5V3,Version 3 Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLCWTV3,Version 3 child weight: Land-line and Cell-Phone data
ORGSEQNO,Original State and Original Sequence Number
_DUALUSE,Dual Phone Use Categories
_DUALCOR,Dual phone use correction factor
_LLCPWT2,Truncated design weight used in adult combined land line and cell phone raking
_LLCPM01,Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LLCPM02,Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LLCPM03,Combined Land-Line and Cell-Phone Third Margin (Education)
_LLCPM04,Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LLCPM05,Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LLCPM06,Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LLCPM07,Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
_LLCPM08,Combined Land-Line and Cell-Phone Eighth Margin (Telephone Source)
_LLCPM09,Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LLCPM10,Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LLCPM11,Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LLCPM12,Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LLCPM13,Combined Land-Line and Cell-Phone Thirteenth Margin (Counties)
_LLCPM14,Combined Land-Line and Cell-Phone Fourteenth Margin (Counties-Race/Ethnicity)
_LLCPM15,Combined Land-Line and Cell-Phone Fifteenth Margin (Counties-Age)
_LLCPM16,Combined Land-Line and Cell-Phone Sixteenth Margin (Counties-Sex)
_LLCPWT,Final weight assigned to each respondent: Land-line and cell-phone data (Raking derived weight)
_LCM01V1,Version 1 Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LCM02V1,Version 1 Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LCM03V1,Version 1 Combined Land-Line and Cell-Phone Third Margin (Education)
_LCM04V1,Version 1 Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LCM05V1,Version 1 Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LCM06V1,Version 1 Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LCM07V1,Version 1 Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
